1699778704, 2, , <UNAVAIL>, WEBSTER COUNTY MEMORIAL HOSPITAL, , , , , , , , , , , , , , , , PO BOX 312, 324 MILLER MOUNTAIN DRIVE, WEBSTER SPRINGS, WV, 26288, US, 3048475682, 3048475985, 324 MILLER MOUNTAIN DR, , WEBSTER SPRINGS, WV, 262881026, US, 3048475682, 3048475985, 05/23/2005, 07/20/2015, , , , , RIFFLE, TINA, LOUISE, CREDENTIALING, 3048475682, 282NC0060X, 1449, WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1053679282, 01, WV, NPI, 1255661955, 01, WV, NPI, 1437453719, 01, WV, NPI, 1730415332, 01, WV, NPI, 1639264582, 01, WV, NPI, 1720243769, 01, WV, NPI, 1992078380, 01, WV, NPI, 1174788111, 01, WV, NPI, 1013203058, 01, WV, NPI, 1760776272, 01, WV, NPI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , RN, , , , , , , , , , , , , , , , 
1043201619, 2, , <UNAVAIL>, KANAWHA-CHARLESTON HEALTH DEPARTMENT, , , , , , , , , , , , , , , , 108 LEE ST E, , CHARLESTON, WV, 253011506, US, 3043488152, 3043488072, 108 LEE ST E, , CHARLESTON, WV, 253011506, US, 3043488152, 3043488072, 11/02/2005, 07/08/2007, , , , , GATELEY, KERRY, W, EXECUTIVE DIRECTOR/HEALTH OFFICER, 3043486821, 251E00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0021340001, 05, WV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , DR., , M.D., , , , , , , , , , , , , , , , 
1952392417, 2, , <UNAVAIL>, ROBERT L TOPARIS DO INC, , , , , , , , , , , , , , , , PO BOX 425, , CHAPMANVILLE, WV, 255080425, US, 3042392147, 3042392309, 601 HOLDEN RD, , HOLDEN, WV, 25625, US, 3042392147, 3042392309, 11/03/2005, 11/19/2010, , , , , TOPARIS, ROBERT, L, PHYSICIAN, 3042392147, 207Q00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , DO, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1083605356, 2, , <UNAVAIL>, BROOKE COUNTY AMBULANCE, , , , , , , , , , , , , , , , PO BOX 268, , WELLSBURG, WV, 260700268, US, 3047371784, 3047375121, 1061 MAIN ST, , FOLLANSBEE, WV, 260371344, US, 3045273701, 3047375121, 11/04/2005, 04/20/2008, , , , , SCHWERTFEGER, JOHN, WILLIAM, DIRECTOR, 3047371784, 3416L0300X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 44172, 01, WV, CARELINK, 0145167000, 05, WV, , =========, 01, WV, ACORDIA, 0293696, 01, OH, OHIO MEDICAID PROVIDER, =========, 01, WV, ADVANTRA, AMB302, 01, OH, UPPER OHIO VALLEY HP, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MR., , , , , , , , , , , , , , , , , , 
1225029432, 2, , <UNAVAIL>, THE EVANGELICAL LUTHERAN GOOD SAMARITAN SOCIETY, , , , , , , GOOD SAMARITAN SOCIETY - BARBOUR COUNTY, 3, , , , , , , , PO BOX 5038, , SIOUX FALLS, SD, 571175038, US, 6053623100, 6053623265, RR 3 BOX 15C, , BELINGTON, WV, 262509422, US, 3048232555, 3048233136, 11/04/2005, 12/28/2012, , , , , NYLANDER, RAYE NAE, , CFO, 6053623100, 314000000X, , , Y, 332BN1400X, , , N, 332BP3500X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 500228055B, 01, WV, VA, 0002975000, 05, WV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, THE EVANGELICAL LUTHERAN GOOD SAMARITAN SOCIETY, <UNAVAIL>, MRS., , , , , , , , , , , , , , , , , , 
1487635116, 2, , <UNAVAIL>, JAN CARE AMBULANCE OF NICHOLAS COUNTY INC, , , , , , , , , , , , , , , , PO BOX 2414, , BECKLEY, WV, 258022414, US, (304) 255-2931, 3042550222, 117 SOUTH FAYETTE STREET, , BECKLEY, WV, 258019056, US, 3042552931, 3042550222, 11/09/2005, 07/10/2017, , , , , CORNETT, JOSEPH, T, VICE PRESIDENT, 3042552931, 3416L0300X, , WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 084005200, 01, WV, FEDERAL BLACK LUNG, 0018379110001, 05, PA, , 27631, 01, WV, CARELINK, 63573, 01, WV, UNICARE, 0145332000, 05, WV, , 55001192, 05, KY, , 9030054000, 05, WV, , 0328916, 05, OH, , 1020961, 01, WV, WC-BRICKSTREET, 0756063, 01, WV, CIGNA, 001705328, 01, WV, BCBS OF WV, 4526906, 01, WV, AETNA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1447231170, 2, , <UNAVAIL>, JAN CARE AMBULANCE OF WYOMING COUNTY INC, , , , , , , , , , , , , , , , PO BOX 2414, , BECKLEY, WV, 258022414, US, (304) 255-2931, 3042550222, 18 PARK STREET, , PINEVILLE, WV, 24874, US, 3042552931, , 11/09/2005, 07/28/2017, , , , , CORNETT, JOSEPH, T, VICE PRESIDENT, 3042552931, 3416L0300X, , WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 221983, 01, WV, CARELINK, 550523041, 01, WV, UMWA, 1025417, 01, WV, WC-BRICKSTREET, 82204, 01, WV, UNICARE, 55001192, 05, KY, , 7016039, 01, WV, CIGNA, 0018379110001, 05, PA, , 084005200, 01, WV, FEDERAL BLACK LUNG, 0328916, 05, OH, , 001705491, 01, WV, BCBS OF WV, 3810008666, 05, WV, , 5426053, 01, WV, AETNA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1922089663, 2, , <UNAVAIL>, JAN CARE AMBULANCE OF NORTH CENTRAL WV INC, , , , , , , , , , , , , , , , PO BOX 2414, , BECKLEY, WV, 258022414, US, (304) 255-2931, 3042550222, 404 PLEASANT HILL AVE, , MORGANTOWN, WV, 265052042, US, 3042552931, , 11/09/2005, 07/10/2017, , , , , CORNETT, JOSEPH, T, VICE PRESIDENT, 3042552931, 3416L0300X, , WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 001705035, 01, WV, BCBS OF WV HARRISON CO, 74543, 01, WV, UNICARE, 3810008671, 05, WV, , 55001192, 05, KY, , 0018379110001, 05, PA, , 550523041, 01, WV, UMWA, 9173678, 01, WV, CIGNA HARRISON CO, 256042, 01, WV, CARELINK, 7194443, 01, WV, CIGNA MARION CO, 7953361, 01, WV, CIGNA MON COUNTY, 001705036, 01, WV, BCBS OF WV MARION CO, 084005200, 01, WV, FEDERAL BLACK LUNG, 001705037, 01, WV, BCBS OF WV MON CO, 0328916, 05, OH, , 3810008672, 05, WV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1295716900, 2, , <UNAVAIL>, JAN CARE AMBULANCE OF FAYETTE COUNTY INC, , , , , , , JAN-CARE AMBULANCE OF VALLEY DIVISION, 3, , , , , , , , PO BOX 2414, , BECKLEY, WV, 258022414, US, (304) 255-2931, 3042550222, 1010 MAIN ST E, , OAK HILL, WV, 259013128, US, 3042552931, , 11/09/2005, 08/07/2017, , , , , CORNETT, JOSEPH, T, VICE PRESIDENT, 3042552931, 3416L0300X, , WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 001705626, 01, WV, MSBCBS, 084005200, 01, WV, FERDERAL BLACK LUNG, 3810008646, 05, WV, , 550523041, 01, WV, UMWA, 6541332, 01, WV, CIGNA, 3810008647, 05, WV, , 55001192, 05, KY, , 001705626, 01, WV, BCBS OF WV, 0018379110001, 05, PA, , 0008600666, 01, WV, AETNA, 27634, 01, WV, CARELINK, 590029202, 01, WV, RAILROAD MEDICARE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1366423014, 2, , <UNAVAIL>, JAN CARE AMBULANCE OF TRI STATE DIVISION INC, , , , , , , , , , , , , , , , PO BOX 2414, , BECKLEY, WV, 258022414, US, (304) 255-2931, 3042550222, 1301 7TH AVE, , HUNTINGTON, WV, 257012965, US, 3042552931, , 11/09/2005, 07/10/2017, , , , , CORNETT, JOSEPH, T, VICE PRESIDENT, 3042552931, 3416L0300X, , WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1167508, 01, WV, CIGNA, 7118331, 01, WV, AETNA, 550523041, 01, WV, UMWA, 0328916, 05, OH, , 3810008675, 05, WV, , 0018379110001, 05, PA, , 225905, 01, WV, CARELINK, 3810008674, 05, WV, , 084005200, 01, WV, FEDERAL BLACK LUNG, 55001192, 05, KY, , 91396, 01, WV, UNICARE, 001705599, 01, WV, BCBS OF WV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1346222502, 2, , <UNAVAIL>, JAN CARE AMBULANCE OF RALEIGH COUNTY INC, , , , , , , , , , , , , , , , PO BOX 2414, , BECKLEY, WV, 258022414, US, (304) 255-2931, 3042550222, 117 SOUTH FAYETTE STREET, , BECKLEY, WV, 258019056, US, 3042552931, 3042550222, 11/15/2005, 07/28/2017, , , , , CORNETT, JOSEPH, T, VICE PRESIDENT, 3042552931, 3416L0300X, , WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 008600607, 01, WV, AETNA, 221893, 01, WV, CARELINK, 4853075, 01, WV, CIGNA, 3810008649, 05, WV, , 084005200, 01, WV, FEDERAL BLACK LUNG, 0018379110001, 05, PA, , 0328916, 05, OH, , 55001192, 05, KY, , 000229636, 01, WV, BCBS OF WV, 550523041, 01, WV, UMWA, 76518, 01, WV, UNICARE, 3810008648, 05, WV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1457333403, 2, , <UNAVAIL>, SAMUEL K ROBERTS MD PC, , , , , , , , , , , , , , , , 1200 HARRISON AVE, STE 121, ELKINS, WV, 262413394, US, 3046366131, 3046375203, 1200 HARRISON AVE, STE 121, ELKINS, WV, 262413394, US, 3046366131, 3046375203, 11/16/2005, 02/03/2012, , , , , ROBERTS, SAMUEL, KUMP, OWNER MD, 3046366131, 207Q00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0055757000, 05, WV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , MD, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1003898875, 2, , <UNAVAIL>, PULMONARY ASSOCIATES INCORPORATED, , , , , , , , , , , , , , , , 96 WEST MAIN STREET, , ROMNEY, WV, 267571638, US, 3048225417, 3048225236, 433 KEYSER AVE, , PETERSBURG, WV, 268479474, US, 3042579758, 3042571774, 11/17/2005, 03/29/2016, , , , , COMBS, RONALD, W, OWNER, 3042573744, 332B00000X, =========002, WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0148137000, 05, WV, , 000203849, 01, WV, BLUE CROSS BLUE SHIELD, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , RT, , , , , , , , , , , , , , , , 
1134101660, 2, , <UNAVAIL>, UNITED HOSPITAL CENTER INC, , , , , , , UHC FAMILY MEDICINE CENTER, 3, , , , , , , , 527 MEDICAL PARK DR, SUITE 500, BRIDGEPORT, WV, 263309010, US, 6813423600, 6813423625, 527 MEDICAL PARK DR, SUITE 500, BRIDGEPORT, WV, 263309010, US, 6813423600, 6813423625, 11/18/2005, 03/30/2014, , , , , MEADOWS, STEVEN, , DIRECTOR OF CORPORATE COMPLIANCE, 6813421610, 207Q00000X, 107, WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0007392000, 05, WV, , 001709473, 01, WV, BLUE CROSSBLUESHIELDGROUP, =========007, 01, WV, TRICARE GROUP NUMBER, CI9203, 01, WV, RAILROAD MEDICARE GROUP, 0007392002, 05, WV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1598747172, 2, , <UNAVAIL>, FC OF WEST VIRGINIA INC, , , , , , , INTREPID USA HEALTHCARE SERVICES, 3, , , , , , , , 4055 VALLEY VIEW LN, 5TH FLOOR, DALLAS, TX, 752445074, US, 2144453750, 2144453902, 2110 LUMBER AVE, SUITE 1, WHEELING, WV, 260035390, US, 3042422498, 3042422622, 11/18/2005, 04/20/2016, , , , , FOSTER, PAUL, D, CEO, 2144453750, 251E00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0004521000, 05, WV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1053393645, 2, , <UNAVAIL>, TERRY L WILLIAMS O D INC, , , , , , , GLEN DALE VISION CENTER, 3, , , , , , , , 12 WHEELING AVE, , GLEN DALE, WV, 260381529, US, 3048431445, 3048431446, 12 WHEELING AVE, , GLEN DALE, WV, 260381529, US, 3048431445, 3048431446, 11/18/2005, 02/23/2009, , , , , WILLIAMS, TERRY, L, OWNER/OPTOMETRIST, 3048431445, 152W00000X, 645D, WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 001720254, 01, WV, MOUNTAIN STATE BLUE CROSS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , OD, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1912980384, 2, , <UNAVAIL>, MEDICAL SERVICES OF AMERICA INC, , , , , , , MEDI HOME CARE, 3, , , , , , , , PO BOX 1928, , LEXINGTON, SC, 290711928, US, 8039570500, 8883426190, 198 CARRIAGE DR, , BECKLEY, WV, 258012804, US, 3042566422, 3042560507, 11/21/2005, 02/24/2016, , , , , JEFFCOAT, CHRISTINA, M, VICE PRESIDENT, 8039570500, 332B00000X, , , Y, 333300000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0031212016, 05, WV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , , , , , , , , , , , , , , , , , 
1346223476, 2, , <UNAVAIL>, MEDICAL SERVICES OF AMERICA INC, , , , , , , MEDI HOME CARE, 3, , , , , , , , PO BOX 1928, , LEXINGTON, SC, 290711928, US, 8039570500, 8883426190, 18 MORAN CIR, , WHITE HALL, WV, 265548960, US, 3043689400, 3043689402, 11/22/2005, 03/01/2016, , , , , JEFFCOAT, CHRISTINA, M, VICE PRESIDENT, 8039570500, 332B00000X, , , Y, 333300000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0031212015, 05, WV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , , , , , , , , , , , , , , , , , 
1275516189, 2, , <UNAVAIL>, TUCKER COUNTY EMERGENCY AMBULANCE SERVICE AUTHORITY, , , , , , , , , , , , , , , , 201 WALNUT ST, , PARSONS, WV, 262871046, US, 3044782296, , 836 4TH AVE, , HUNTINGTON, WV, 257011407, US, 8006764785, 3045224222, 11/23/2005, 07/08/2007, , , , , GRAY, LINDA, , CHIEF, 3044782296, 3416L0300X, WVEMS, WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0145548000, 05, WV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1811970775, 2, , <UNAVAIL>, SUNCREST PHARMACY, , , , , , , CHEAT LAKE PHARMACY, 3, , , , , , , , 509 ASHEBROOKE SQ, , MORGANTOWN, WV, 265084465, US, , , 509 ASHEBROOKE SQ, , MORGANTOWN, WV, 265084465, US, 3045940132, 3045940134, 11/23/2005, 09/13/2007, , , , , MONTI, STEVEN, , CO OWNER, 3045940132, 333600000X, , , N, 3336C0003X, SP0551182, WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5010145, 01, , OTHER ID NUMBER, 0142311002, 05, WV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , RPH, , , , , , , , , , , , , , , , 
1447233911, 2, , <UNAVAIL>, PLEASANTS CAREHAVEN OPERATING LLC, , , , , , , CAREHAVEN OF PLEASANTS, 3, , , , , , , , PO BOX 625, , BELMONT, WV, 261340625, US, 3046652065, 3046652613, 506 RIVERVIEW DR, , BELMONT, WV, 261349715, US, 3046652065, 3046652613, 11/29/2005, 09/24/2007, , , , , STALEK, THOMAS, CARL, ADMINISTRATOR, 3046652065, 313M00000X, 130, WV, Y, 314000000X, 125, WV, N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 515191, 01, , MEDICARE PROVIDER, 51E145, 05, WV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1730162249, 2, , <UNAVAIL>, ACTIVE REHAB SERVICES INC, , , , , , , ACTIVE RECOVERY PHYSICAL THERAPY, 3, , , , , , , , 436 CENTRAL AVE, , OAK HILL, WV, 259013009, US, 3044653654, 3044658551, 436 CENTRAL AVE, , OAK HILL, WV, 259013009, US, 3044653654, 3044658551, 11/29/2005, 02/03/2011, , , , , FRAGALA, DEBRA, A, MANAGING DIRECTOR, 3044653654, 225100000X, , WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 001707473, 01, WV, MOUNTAIN STATE BC/BS, 1043802, 01, WV, WV WORKERS COMPENSATION, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MS., , , 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1619951977, 2, , <UNAVAIL>, ST OF WV DIV OF REHABILITATION SERVICES, , , , , , , , , , , , , , , , PO BOX 1004, , INSTITUTE, WV, 251121004, US, 3047664848, 3047664937, BARRON DRIVE, , INSTITUTE, WV, 251121004, US, 3047664848, 3047664937, 11/30/2005, 04/20/2008, , , , , WILDER, LAINE, , ASSISTANT DIRECTOR,  CENTER ADMINIST, 3047664767, 261QR0400X, NA GOV'T OWNED, WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========, 01, WV, COMMERCIAL INSURANCES, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MR., , , , , , , , , , , , , , , , , , 
