1619970795, 2, , <UNAVAIL>, SWEET MEDICAL CENTER INC, , , , , , , , , , , , , , , , PO BOX 309, , CHINOOK, MT, 595230309, US, 4063572403, 4063573252, 419 PENNSYLVANIA ST, , CHINOOK, MT, 595230309, US, 4063572403, 4063573252, 05/23/2005, 01/05/2012, , , , , PAYNE, JARED, N, EXECUTIVE DIRECTOR, 4063572403, 261QF0400X, 9791, MT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 730354, 05, MT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , MBA, , , , , , , , , , , , , , , , 
1093769861, 2, , <UNAVAIL>, SHOPKO STORES OPERATING CO LLC, , , , , , , SHOPKO PHARMACY 773, 3, , , , , , , , 825 NE MAIN ST, , LEWISTOWN, MT, 594572080, US, 4065389262, 4065389795, 825 NE MAIN ST, , LEWISTOWN, MT, 594572080, US, 4065389262, 4065389795, 05/19/2006, 11/20/2012, , , , , BETTIGA, MICHAEL, , EXECUTIVE VICE PRESIDENT & COO, 9204294297, 332B00000X, , , N, 333600000X, , , N, 3336C0003X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2763426, 01, , NCPDP, 1093769861, 05, MT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , RPH, , , , , , , , , , , , , , , , 
1215981014, 2, , <UNAVAIL>, SHOPKO STORES OPERATING CO LLC, , , , , , , SHOPKO PHARMACY 075, 3, , , , , , , , 2510 S RESERVE ST, , MISSOULA, MT, 598017546, US, 4067213789, 4067213859, 2510 S RESERVE ST, , MISSOULA, MT, 598017546, US, 4067213789, 4067213859, 05/19/2006, 08/11/2009, , , , , BETTIGA, MICHAEL, J, SR. VICE PRESIDENT HEALTH SERVICES, 9204294297, 332B00000X, , , N, 3336C0003X, 1199, MT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0212030, 05, MT, , 0230469, 05, MT, , 2704408, 01, , NCPDP NUMBER, 5607355, 05, MT, , 0163513, 01, , WA LABOR & INDUSTRY, 0215807, 01, , WA LABOR & INDUSTRY, 5607892, 05, MT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , RPH, , , , , , , , , , , , , , , , 
1124072921, 2, , <UNAVAIL>, SHOPKO STORES OPERATING CO LLC, , , , , , , SHOPKO PHARMACY 112, 3, , , , , , , , 3101 N MONTANA AVE, , HELENA, MT, 596027813, US, 4064438823, 4064432282, 3101 N MONTANA AVE, , HELENA, MT, 596027813, US, 4064438823, 4064432282, 05/19/2006, 08/11/2009, , , , , BETTIGA, MICHAEL, J, SR. VICE PRESIDENT HEALTH SERVICES, 9204294297, 332B00000X, , , N, 3336C0003X, 1197, MT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5607331, 05, MT, , 0213577, 05, MT, , 2705018, 01, , NCPDP NUMBER, 0230435, 05, MT, , 5607909, 05, MT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , RPH, , , , , , , , , , , , , , , , 
1497709281, 2, , <UNAVAIL>, PAMIDA STORES OPERATING CO LLC, , , , , , , PAMIDA PHARMACY 127, 3, , , , , , , , 900 1ST AVE W, , COLUMBIA FALLS, MT, 599124025, US, 4068922860, 4068922863, 900 1ST AVE W, , COLUMBIA FALLS, MT, 599124025, US, 4068922860, 4068922863, 05/19/2006, 11/23/2009, , , , , HARLOW, JOHN, , CEO/PRESIDENT, 4025967206, 332B00000X, , , N, 3336C0003X, 1201, MT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2782604, 01, , NCPDP, 1497709281, 05, MT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1659325447, 2, , <UNAVAIL>, SHOPKO STORES OPERATING CO LLC, , , , , , , SHOPKO PHARMACY 769, 3, , , , , , , , 1159 S CENTRAL AVE, , SIDNEY, MT, 592705219, US, 4064826401, 4064826402, 1159 S CENTRAL AVE, , SIDNEY, MT, 592705219, US, 4064826401, 4064826402, 05/19/2006, 10/01/2012, , , , , BETTIGA, MICHAEL, , EXECUTIVE VICE PRESIDENT & COO, 9204294297, 332B00000X, , , N, 333600000X, , , N, 3336C0003X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1659325447, 05, MT, , 2764113, 01, , NCPDP, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , RPH, , , , , , , , , , , , , , , , 
1508819376, 2, , <UNAVAIL>, SHOPKO STORES OPERATING CO LLC, , , , , , , SHOPKO PHARMACY 062, 3, , , , , , , , 301 NORTHWEST BYP, , GREAT FALLS, MT, 594044125, US, 4067279682, 4067279716, 301 NORTHWEST BYP, , GREAT FALLS, MT, 594044125, US, 4067279682, 4067279716, 05/19/2006, 12/21/2015, , , , , BETTIGA, MICHAEL, J, SR. VICE PRESIDENT HEALTH SERVICES, 9204294297, 332B00000X, , , N, 332H00000X, , , N, 3336C0003X, 1200, MT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5607875, 05, MT, , 2704218, 01, , NCPDP NUMBER, 0230486, 05, MT, , 0211315, 05, MT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , RPH, , , , , , , , , , , , , , , , 
1760435531, 2, , <UNAVAIL>, SHOPKO STORES OPERATING CO LLC, , , , , , , SHOPKO PHARMACY 106, 3, , , , , , , , 905 S 24TH ST W, , BILLINGS, MT, 591027408, US, 4066526715, 4066519380, 905 S 24TH ST W, , BILLINGS, MT, 591027408, US, 4066526715, 4066519380, 05/19/2006, 06/06/2014, , , , , BETTIGA, MICHAEL, J, SR. VICE PRESIDENT HEALTH SERVICES, 9204294297, 332B00000X, , , N, 332H00000X, , , N, 3336C0003X, 1198, MT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5601557, 05, MT, , 0230452, 05, MT, , 5607888, 05, MT, , 2704802, 01, , NCPDP NUMBER, 0102720, 05, WA, , 0230607, 05, MT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , RPH, , , , , , , , , , , , , , , , 
1679526446, 2, , <UNAVAIL>, SHOPKO STORES OPERATING CO LLC, , , , , , , SHOPKO PHARMACY 128, 3, , , , , , , , 1370 US HIGHWAY 2 E, , KALISPELL, MT, 599013221, US, 4062571274, 4062571268, 1370 US HIGHWAY 2 E, , KALISPELL, MT, 599013221, US, 4062571274, 4062571268, 05/19/2006, 01/21/2014, , , , , BETTIGA, MICHAEL, J, SR. VICE PRESIDENT HEALTH SERVICES, 9204294297, 332B00000X, , , N, 332H00000X, , , N, 3336C0003X, 1196, MT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2705424, 01, , NCPDP NUMBER, 0230418, 05, MT, , 0220844, 05, MT, , 5604924, 05, MT, , 5607901, 05, MT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , RPH, , , , , , , , , , , , , , , , 
1821041641, 2, , <UNAVAIL>, SHOPKO STORES OPERATING CO LLC, , , , , , , SHOPKO PHARMACY 774, 3, , , , , , , , 100 WASHINGTON ST, , LIVINGSTON, MT, 590474200, US, 4062227082, 4062227086, 100 WASHINGTON ST, , LIVINGSTON, MT, 590474200, US, 4062227082, 4062227086, 05/19/2006, 11/20/2012, , , , , BETTIGA, MICHAEL, , EXECUTIVE VICE PRESIDENT & COO, 9204294297, 332B00000X, , , N, 333600000X, , , N, 3336C0003X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2704636, 01, , NCPDP, 1821041641, 05, MT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , RPH, , , , , , , , , , , , , , , , 
1831143288, 2, , <UNAVAIL>, SHOPKO STORES OPERATING CO LLC, , , , , , , SHOPKO PHARMACY 768, 3, , , , , , , , 804 US HIGHWAY 2 W, , GLASGOW, MT, 592301600, US, 4062288911, 4062288913, 804 US HIGHWAY 2 W, , GLASGOW, MT, 592301600, US, 4062288911, 4062288913, 05/20/2006, 10/04/2012, , , , , BETTIGA, MICHAEL, , EXECUTIVE VICE PRESIDENT & COO, 9204294297, 332B00000X, , , N, 333600000X, , , N, 3336C0003X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2706349, 01, , NCPDP, 1831143288, 05, MT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , RPH, , , , , , , , , , , , , , , , 
1285688770, 2, , <UNAVAIL>, MONTANA VAMC, , , , , , , GLASGOW VA CLINIC, 5, , , , , , , , PO BOX 94451, , CLEVELAND, OH, 441014451, US, 9135784409, , 630 2ND AVENUE SOUTH, SUITE A, GLASGOW, MT, 592302304, US, 9135784409, , 05/20/2006, 11/30/2017, , , , , POTTER, ERIN, , NPI TEAM MEMBER, 2023822579, 261QV0200X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1801840780, 2, , <UNAVAIL>, KALISPELL REGIONAL MEDICAL CENTER INC, , , , , , , KRMC EMERGENCY PHYSICIAN SERVICES, 3, , , , , , , , 310 SUNNYVIEW LANE, , KALISPELL, MT, 599013129, US, 4067525111, 4062572010, 310 SUNNYVIEW LANE, , KALISPELL, MT, 599013129, US, 4067525111, 4062572010, 05/22/2006, 10/04/2017, , , , , ROBERTSON, PAMELA, S, PRESIDENT/CHIEF EXECUTIVE OFFICER, 4067521724, 207P00000X, 11474, MT, Y, 261QE0002X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1467406389, 2, , <UNAVAIL>, BENTON PHARMACY INC, , , , , , , BENTON PHARMACY, 3, , , , , , , , PO BOX 549, , FORT BENTON, MT, 594420549, US, 4066225588, 4066225088, 1418 FRONT ST, , FORT BENTON, MT, 594428884, US, 4066225588, 4066225088, 05/22/2006, 10/31/2016, , , , , HALKO, CHRIS, , RPH, OWNER, 4066225588, 333600000X, , , N, 3336C0003X, 1151, MT, Y, 3336L0003X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 216567, 05, MT, , 1467406389, 05, MT, , 2049905, 01, , PK, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , BS, , , , , , , , , , , , , , , , 
1225082191, 2, , <UNAVAIL>, APPLIED HEALTH SERVICES INC, , , , , , , CRNA SERVICES, 3, , , , , , , , 202 CONWAY DR, SUITE 100, KALISPELL, MT, 599013112, US, 4067525656, 4067550971, 310 SUNNYVIEW LN, , KALISPELL, MT, 599013129, US, 4067517695, 4067550971, 05/22/2006, 04/20/2010, , , , , STEVENS, VELINDA, J, CEO/PRESIDENT, 4067521724, 261Q00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1255386173, 2, , <UNAVAIL>, PEAK MEDICAL MONTANA OPERATIONS LLC, , , , , , , WHITEFISH CENTER, 3, , , , , , , , 1305 7TH ST, , WHITEFISH, MT, 599372850, US, 4068623557, , 1305 7TH ST, , WHITEFISH, MT, 599372850, US, 4068623557, , 05/23/2006, 09/26/2017, , , , , BERG, MICHAEL, T., ASSISTANT SECRETARY, 5054684752, 235Z00000X, 12679, MT, N, 314000000X, 12679, MT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3400867, 05, MT, , 310233, 05, MT, , 3400878, 05, MT, , 0534480, 05, MT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, PEAK MEDICAL LLC, <UNAVAIL>, , , , 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1821043621, 2, , <UNAVAIL>, 1100 TEXAS AVENUE OPERATIONS LLC, , , , , , , DEER LODGE, 3, , , , , , , , 1100 TEXAS AVE, , DEER LODGE, MT, 597221829, US, 4068461655, , 1100 TEXAS AVE, , DEER LODGE, MT, 597221829, US, 4068461655, , 05/23/2006, 05/17/2016, , , , , BERG, MICHAEL, T., ASSISTANT SECRETARY, 5054684752, 314000000X, 12681, MT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0347718, 05, MT, , 0347701, 05, MT, , 0310250, 05, MT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, PEAK MEDICAL MONTANA OPERATIONS LLC, <UNAVAIL>, , , , , , , , , , , , , , , , , , , 
1912952474, 2, , <UNAVAIL>, MADISON COUNTY FINANCE, , , , , , , MADISON COUNTY PUBLIC HEALTH DEPARTMENT, 3, , , , , , , , PO BOX 278, MADISON COUNTY PUBLIC HEALTH DEPARTMENT, VIRGINIA CITY, MT, 597550278, US, 4068434295, 4068435231, 7 PLACER LOOP, MADISON COUNTY PUBLIC HEALTH DEPARTMENT, VIRGINIA CITY, MT, 597550278, US, 4068434295, 4068435231, 05/23/2006, 07/17/2015, , , , , BRUMMELL, MELISSA, , PUBLIC HEALTH NURSE, 4068434295, 251K00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MS., , RN, , , , , , , , , , , , , , , , 
1154376671, 2, , <UNAVAIL>, APPLIED HEALTH SERVICES INC, , , , , , , NORTHWEST CARDIO-PULMONARY ASSOCIATES, 3, , , , , , , , 202 CONWAY DR, SUITE 100, KALISPELL, MT, 599013153, US, 4067525656, 4067550971, 202 CONWAY DR, SUITE 100, KALISPELL, MT, 599013153, US, 4067525656, 4067550971, 05/23/2006, 04/20/2010, , , , , STEVENS, VELINDA, J, CEO-PRESIDENT, 4067521724, 261Q00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1871548289, 2, , <UNAVAIL>, BILLINGS CLINIC, , , , , , , BILLINGS CLINIC WEST, 3, , , , , , , , PO BOX 37000, , BILLINGS, MT, 591077000, US, 4062382900, , 2675 CENTRAL AVE, , BILLINGS, MT, 591026686, US, 4062382900, , 05/23/2006, 08/30/2007, , , , , WILSON, ROBERT, , CFO, 4062382500, 207Q00000X, , , Y, 207RR0500X, , , N, 207V00000X, , , N, 363A00000X, , , N, 363L00000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , 
1033164447, 2, , <UNAVAIL>, BILLINGS CLINIC, , , , , , , BILLINGS CLINIC HEIGHTS, 3, , , , , , , , PO BOX 37000, , BILLINGS, MT, 591077000, US, 4062382575, , 760 WICKS LN, , BILLINGS, MT, 591054427, US, 4062382575, , 05/23/2006, 08/30/2007, , , , , WILSON, ROBERT, , CFO, 4062382500, 207Q00000X, , , Y, 207R00000X, , , N, 363A00000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , 
1518912120, 2, , <UNAVAIL>, MONTANA VAMC, , , , , , , GREAT FALLS VA CBOC, 5, , , , , , , , PO BOX 94451, , CLEVELAND, OH, 441014451, US, 9135784409, , 1417 9TH ST S, SUITE 200, GREAT FALLS, MT, 594054509, US, 9135784409, , 05/23/2006, 11/30/2017, , , , , POTTER, ERIN, , NPI TEAM MEMBER, 2023822579, 261QV0200X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1184679706, 2, , <UNAVAIL>, SYNERGY MEDICAL CARE, , , , , , , , , , , , , , , , PO BOX 1443, , FORT BENTON, MT, 594421443, US, 4066225955, , 1101 26TH ST S, , GREAT FALLS, MT, 594055161, US, 4066225955, , 05/23/2006, 03/05/2008, , , , , ROTH, JODY, , PROVIDER, 4066225955, 207P00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , FNP, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
