1083617013, 2, , <UNAVAIL>, MANCHESTER COMMUNITY HEALTH CENTER, , , , , , , , , , , , , , , , 145 HOLLIS ST, , MANCHESTER, NH, 031011325, US, 6036269500, 6036260899, 145 HOLLIS ST, , MANCHESTER, NH, 031011325, US, 6036269500, 6036260899, 05/23/2005, 06/02/2016, , , , , MCCRACKEN, KRISTEN, , PRESIDENT CEO, 6039355210, 261QF0400X, , NH, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3080891, 05, NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MS., , , , , , , , , , , , , , , , , , 
1578525358, 2, , <UNAVAIL>, ELLIOT PROFESSIONAL SERVICES, , , , , , , EPS PAIN MANAGEMENT, 3, , , , , , , , 185 QUEEN CITY AVE, PAIN MANAGEMENT - ELLIOT HOSPITAL, MANCHESTER, NH, 031017100, US, 6036636730, 6036636538, 185 QUEEN CITY AVE, PAIN MANAGEMENT - ELLIOT HOSPITAL, MANCHESTER, NH, 031017100, US, 6036636730, 6036636538, 04/05/2006, 03/22/2011, , , , , HERMAN, RICHARD, P., DIRECTOR OF OPERATIONS & FINANCE, 6036634904, 208VP0000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 30213577, 05, NH, , CK3360, 01, NH, RR MEDICARE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, ELLIOT PROFESSIONAL SERVICES, <UNAVAIL>, , , , 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1508829045, 2, , <UNAVAIL>, CORNERSTONE VNA, , , , , , , , , , , , , , , , 178 FARMINGTON RD, , ROCHESTER, NH, 038674352, US, 6033321133, 6033356569, 178 FARMINGTON RD, , ROCHESTER, NH, 038674352, US, 6033321133, 6033356569, 04/07/2006, 08/12/2013, , , , , REYNOLDS, JULIE, ANN, CHIEF EXECUTIVE OFFICER, 6033321133, 251E00000X, 02814, NH, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 702109, 01, NH, HARVARD PILGRIM, 307022, 01, NH, ANTHEM BCBS, 80307025, 05, NH, , 99591038, 05, NH, , 30586249, 05, NH, , 5561, 01, NH, GENTIVA CARECENTRIX, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , RN,  MS, , , , , , , , , , , , , , , , 
1831152974, 2, , <UNAVAIL>, WINNISQUAM FIRE DEPARTMENT, , , , , , , , , , , , , , , , 8 TURCOTTE MEMORIAL DR, , ROWLEY, MA, 019691706, US, 8004884351, , 17 SUNSET DRIVE, , WINNISQUAM, NH, 03289, US, 6035244350, , 04/10/2006, 07/08/2007, , , , , NUGENT, KEVIN, , CHIEF, 6035244350, 341600000X, 0124, NH, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 7104548Y0NH01, 01, , ANTHEM BLUE CROSS, 805715, 01, , TUFTS HEALTH PLAN, 30010832, 05, NH, , 703908, 01, , HARVARD PILGRIM, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1932162674, 2, , <UNAVAIL>, MVAMC, , , , , , , , , , , , , , , , 718 SMYTH RD, , MANCHESTER, NH, 031047004, US, 6036244366, 6036293263, 718 SMYTH RD, MVAMC, MANCHESTER, NH, 031047004, US, 6036244366, 6036293263, 04/11/2006, 07/08/2007, , , , , LEVENSON, MARK, , DIRECTOR, 6036244366, 261Q00000X, 011837-23-03, NH, X, 261QF0400X, 3283749465, MA, X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , DR., , MD, , , , , , , , , , , , , , , , 
1174587679, 2, , <UNAVAIL>, PATHWAYS PROFESSIONAL ASSOCIATION, , , , , , , , , , , , , , , , PO BOX 1849, , LEWISTON, ME, 042411849, US, 2077842554, 2077775363, 250 PLEASANT ST, , CONCORD, NH, 033017539, US, 6032252711, , 04/13/2006, 06/22/2010, , , , , YORK, GARY, L, PRESIDENT, 6032245220, 207ZP0102X, 34297, NH, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 80000645, 05, NH, , PATH226926, 01, NH, ANTHEM BC/BS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , MD, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1861457665, 2, , <UNAVAIL>, GRACE FAMILY DENTISTRY, , , , , , , , , , , , , , , , 143 AIRPORT RD, , CONCORD, NH, 03301, US, 6032256650, 6032259495, 143 AIRPORT RD, , CONCORD, NH, 03301, US, 6032256650, 6032259495, 04/18/2006, 07/08/2007, , , , , MCCULLOCH, ALEX, L, DENTIST PARTNER, 6032256650, 122300000X, 1604, NH, Y, 122300000X, 3170, NH, N, 122300000X, 2389, NH, N, 122300000X, 1478, NH, N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 30004745, 05, NH, , 0206510Y0NH01, 01, NH, BLUE CROSS FEDERAL, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , DR., , DDS, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, , , , , , , , , , , , 
1346205820, 2, , <UNAVAIL>, CHILDREN'S DENTAL CENTER OF NEW HAMPSHIRE, , , , , , , , , , , , , , , , 7 ROUTE 101A, , AMHERST, NH, 030313132, US, 6036731000, 6036732422, 7 ROUTE 101A, , AMHERST, NH, 030313132, US, 6036731000, 6036732422, 04/19/2006, 10/30/2012, , , , , MCAVEENEY, JAMES, CHRISTOPHER, PRES, 6036731000, 1223P0221X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 30314476, 05, NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , DMD, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1831154855, 2, , <UNAVAIL>, SMILE ARTZ PA, , , , , , , PORTSMOUTH DENTAL STUDIOS, 3, , , , , , , , 303 ISLINGTON ST, , PORTSMOUTH, NH, 03801, US, 6034317605, 6034335381, 303 ISLINGTON STREET, , PORTSMOUTH, NH, 03801, US, 6034317605, 6034335381, 04/20/2006, 07/08/2007, , , , , LAMOTHE, FRANCOIS, CHARLES, PRESIDENT, 2073371836, 122300000X, 3309, NH, N, 122300000X, 1166, NH, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , DR., , DDS, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , 
1023074390, 2, , <UNAVAIL>, RADIOLOGY ASSOCIATES OF KEENE, , , , , , , , , , , , , , , , 217 OLD HOMESTEAD HWY, , SWANZEY, NH, 034462140, US, 6033525881, 6033570059, 580 COURT ST, , KEENE, NH, 034311715, US, 6033546580, 6033570059, 04/25/2006, 07/12/2007, , , , , SARSON, MICHAEL, , PRESIDENT, 6033525881, 2085R0202X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 81300105, 05, NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , MD, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1538126560, 2, , <UNAVAIL>, WOODSVILLE FIRE DISTRICT, , , , , , , WOODSVILLE RESCUE AMBULANCE SERVICE, 3, , , , , , , , PO BOX 191, , WOODSVILLE, NH, 037850191, US, 8027483311, 8027473334, 4910 DARTMOUTH COLLEGE HWY, , WOODSVILLE, NH, 037851413, US, 6037473311, , 04/26/2006, 12/14/2012, , , , , ROBBINS, STEPHEN, , DIRECTOR, 6037473311, 341600000X, 0126, NH, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1003628, 05, VT, , 00003376, 01, VT, BLUE CROSS BLUE SHIELD, 700766, 01, , HARVARD PILGRIM, 801738, 01, , TUFTS HEALTH PLAN, 7103376Y0NH01, 01, , ANTHEM BLUE CROSS, P00115608, 01, , RR MEDICARE, 725694, 01, , CONNECTICARE, 80009734, 05, NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1922065952, 2, , <UNAVAIL>, TOWN OF WINDHAM, , , , , , , WINDHAM FIRE DEPARTMENT AMBULANCE, 3, , , , , , , , 8 TURCOTTE MEMORIAL DR, , ROWLEY, MA, 019691706, US, 8004884351, , 3 FELLOWS RD, , WINDHAM, NH, 030871909, US, 6034344907, , 04/26/2006, 09/27/2013, , , , , MESSIER, DONALD, , CHIEF, 6034344907, 341600000X, 0123, NH, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 151996XX, 01, NY, PREFERRED CARE, 590000552, 01, , RR MEDICARE, 0026089, 01, , NEIGHBORHOOD HEALTH, 80006206, 05, NH, , 7106206Y0NH01, 01, , ANTHEM BLUE CROSS, 80006206, 05, MA, , 700470, 01, , HARVARD PILGRIM, 800365, 01, , TUFTS HEALTH PLAN, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1760449474, 2, , <UNAVAIL>, EMPIRE VISION CENTER INC, , , , , , , CAMBRIDGE EYE DOCTORS, 3, , , , , , , , 2921 ERIE BLVD EAST, EMPIRE VISION CENTER INC, SYRACUSE, NY, 132241430, US, 3154463145, 3154457675, 346 SOUTH BROADWAY, CAMBRIDGE EYE DOCTORS, SALEM, NH, 030794304, US, 6038988560, 6038709271, 04/27/2006, 11/04/2008, , , , , THROWER, ALAN, K, SVP, 3154463145, 156F00000X, , , Y, 332H00000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, EMPIRE VISION CENTER INC, <UNAVAIL>, MR., , , 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1780641092, 2, , <UNAVAIL>, REGENCY HOME HEALTH LLC, , , , , , , , , , , , , , , , 8025 S WILLOW ST, SUITE 206, MANCHESTER, NH, 031032311, US, 6036659800, 6036659805, 8025 S WILLOW ST, , MANCHESTER, NH, 031032311, US, 6036659800, 6036659805, 04/28/2006, 04/04/2012, , , , , GAGNE, PAULA, R, ADMINISTRATOR, 6036659800, 251E00000X, 02919, NH, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 30592833, 05, NH, , 30602571, 05, NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MISS, , RN, , , , , , , , , , , , , , , , 
1457318578, 2, , <UNAVAIL>, SAMUEL C GOLD MD PA, , , , , , , , , , , , , , , , 835 HANOVER ST, SUITE 304, MANCHESTER, NH, 03104, US, 6036415081, 6036415348, 835 HANOVER ST, SUITE 304, MANCHESTER, NH, 03104, US, 6036415081, 6036415348, 05/01/2006, 03/10/2014, , , , , GOLD, SAMUEL, CARL, PRESIDENT PHYSICIAN, 6036415081, 207W00000X, 7982, NH, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 30002630, 05, NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , MD, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1841258894, 2, , <UNAVAIL>, TOWN OF STRATFORD AMBULANCE, , , , , , , , , , , , , , , , 8 TURCOTTE MEMORIAL DR, , ROWLEY, MA, 019691706, US, , , 10 COMMON ROAD, , STRATFORD, NH, 03590, US, 6039225533, , 05/01/2006, 11/23/2013, , , , , CHAUVETTE, ROGER, , ADMINISTRATION, 6039225533, 341600000X, 0419, NH, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========, 01, , TRICARE, 30824147, 05, NH, , 71Y010128NH01, 01, , BLUE CROSS BLUE SHIELD, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1982662052, 2, , <UNAVAIL>, PARKLAND PHYSICIAN SERVICES INC, , , , , , , , , , , , , , , , 18 PELHAM RD, , SALEM, NH, 030794818, US, 6038940500, 6038940535, 18 PELHAM RD, , SALEM, NH, 030794818, US, 6038940500, 6038940535, 05/01/2006, 02/25/2008, , , , , WASHINGTON, KENNETH, , VICE PRESIDENT, 7036502907, 207Q00000X, , , N, 207RE0101X, , , Y, 207RN0300X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 30214303, 05, NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , 193400000X MULTIPLE SINGLE SPECIALTY GROUP, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, , , , , , , , , , , , , 
1255399838, 2, , <UNAVAIL>, MANCHESTER VAMC, , , , , , , MANCHESTER VAMC PHARMACY, 5, , , , , , , , 718 SMYTH RD, , MANCHESTER, NH, 031047004, US, 6036244366, 6036266562, 718 SMYTH RD, , MANCHESTER, NH, 031047004, US, 6036244366, 6036266562, 05/03/2006, 11/14/2013, , , , , DUNCAN, LISA, , EBILLING PROJECT MANAGER, 2023822579, 332100000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3005255, 01, NH, NCPDP#, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1821046061, 2, , <UNAVAIL>, MERRIMACK VALLEY ORTHOPAEDIC SURGERY, , , , , , , , , , , , , , , , 4 ELLIOT WAY, SUITE 100, MANCHESTER, NH, 031033547, US, 6036251655, 6036264686, 4 ELLIOT WAY, SUITE 100, MANCHESTER, NH, 031033547, US, 6036251655, 6036264686, 05/04/2006, 04/20/2008, , , , , OLIVIER, DOROTHY, , OFFICE MANAGER, 6036684253, 174400000X, 8097, NH, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0066136, 01, NH, CIGNA, =========, 01, NH, AETNA, NAS928, 01, NH, HARVARD PILGRIM, 708165, 01, NH, TUFTS, 0103992Y0NH01, 01, NV, ANTHEM, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1275581415, 2, , <UNAVAIL>, BRANCH MEDICAL CLINIC PORTSMOUTH, , , , , , , , , , , , , , , , 1 AYERS CIRCLE BLDG. H-1, PORTSMOUTH NAVAL SHIPYARD, PORTSMOUTH, NH, 038045000, US, 2074381959, 2074383860, 1 AYERS CIRCLE BLDG. H-1, PORTSMOUTH NAVAL SHIPYARD, PORTSMOUTH, NH, 038045000, US, 2074381959, 2074383860, 05/04/2006, 11/17/2017, , , , , CONDON, WILLIAM, MICHAEL, NAVY MEDICINE UBO PROGRAM MANAGER, 2404013643, 261QM1100X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, NAVAL HEALTH CLINIC NEW ENGLAND, <UNAVAIL>, MR., , , , , , , , , , , , , , , , , , 
1811946148, 2, , <UNAVAIL>, WILLIAM R HART MD PC, , , , , , , , , , , , , , , , PO BOX 2200, , AMHERST, NH, 030314200, US, 6036739411, 6036739899, 13 EMERSON AVE, , HAMPSTEAD, NH, 038412265, US, 6033296911, 6033295712, 05/05/2006, 07/08/2007, , , , , HART, WILLIAM, R, OWNER, 6033296911, 207R00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , CB1062, 01, , RAILROAD MEDICARE, M17666, 01, MA, BLUE CROSS BLUE SHIELD, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , M.D., 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1073561403, 2, , <UNAVAIL>, STATE OF NEW HAMPSHIRE, , , , , , , NEW HAMPSHIRE HOSPITAL, 3, , , , , , , , 36 CLINTON ST, , CONCORD, NH, 033012359, US, 6037465979, , 36 CLINTON ST, , CONCORD, NH, 033012359, US, 6037465979, , 05/05/2006, 07/08/2007, , , , , RAUTER, UDO, , CHIEF PSYCHOLOGIST, 6032715385, 282N00000X, , NH, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , DR., , PHD, , , , , , , , , , , , , , , , 
1851340954, 2, , <UNAVAIL>, COTTAGE HOSPITAL, , , , , , , MONROE HEALTH SERVICES, 3, , , , , , , , PO BOX 180, , MONROE, NH, 037710180, US, 6036382372, 6036382982, 152 WOODSVILLE RD, , MONROE, NH, 037710180, US, 6036382372, 6036382982, 05/08/2006, 09/02/2009, , , , , PLANT, STEVEN, , CFO, 6036382372, 261QP2300X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 30007749, 05, NH, , CH8326, 01, NH, RAIL ROAD MEDICARE, 0RE3501, 05, NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1881644995, 2, , <UNAVAIL>, DERRY SURGERY CENTER LP, , , , , , , , , , , , , , , , 6 TSIENNETO RD, 101 LL, DERRY, NH, 030381584, US, 6035372060, 6035372062, 6 TSIENNETO RD, 101 LL, DERRY, NH, 030381584, US, 6035372060, 6035372062, 05/11/2006, 11/01/2007, , , , , FINNEGAN, ROBERT, S, VP OF FINANCIAL OPERATIONS, 9727892808, 261QA1903X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
