1477556231, 2, , <UNAVAIL>, UNIVERSITY OPHTHALMOLOGY ASSOCIATES, , , , , , , , , , , , , , , , 2500 N STATE ST, STE B329, JACKSON, MS, 392164500, US, 6018153931, 6018153773, 2500 N STATE ST, STE B329, JACKSON, MS, 392164500, US, 6018153931, 6018153773, 05/24/2005, 09/09/2009, , , , , CHEN, CHING, JYGH, MANAGING PARTNER, 6019845022, 207W00000X, 08640, MS, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 09015396, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , M. D., 193400000X MULTIPLE SINGLE SPECIALTY GROUP, , , , , , , , , , , , , , , 
1639157829, 2, , <UNAVAIL>, LABORATORY CORPORATION OF AMERICA HOLDINGS, , , , , , , , , , , , , , , , PO BOX 2240, , BURLINGTON, NC, 272162240, US, 8002227566, 3364361048, 1122 E MAIN ST, , PHILADELPHIA, MS, 393502329, US, 6016561001, , 01/06/2006, 08/22/2007, , , , , HAYES, WILLIAM, B, CFO/EVP/ TREASURER, 8002227566, 291U00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1396723599, 2, , <UNAVAIL>, LABORATORY CORPORATION OF AMERICA HOLDINGS, , , , , , , , , , , , , , , , PO BOX 2240, , BURLINGTON, NC, 272162240, US, 8002227566, 3364361048, 306 HOSPITAL DR, , COLUMBUS, MS, 397051935, US, 6623270861, , 01/06/2006, 08/23/2007, , , , , HAYES, WILLIAM, B, CFO/EVP/ TREASURER, 8002227566, 291U00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1427036615, 2, , <UNAVAIL>, LABORATORY CORPORATION OF AMERICA HOLDINGS, , , , , , , , , , , , , , , , PO BOX 2240, , BURLINGTON, NC, 272162240, US, 8002227566, 3364361048, 2701 DAVIS ST, , MERIDIAN, MS, 393015708, US, 6014857272, , 01/06/2006, 08/22/2007, , , , , HAYES, WILLIAM, B, CFO/EVP/ TREASURER, 8002227566, 291U00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1922087493, 2, , <UNAVAIL>, SMITHVILLE PHARMACY, , , , , , , , , , , , , , , , 63432 HIGHWAY 25 N, , SMITHVILLE, MS, 388707763, US, 6626515377, 6626515379, 63432 HIGHWAY 25 N, , SMITHVILLE, MS, 388707763, US, 6626515377, 6626515379, 01/12/2006, 04/20/2008, , , , , CARSON, S., PHILLIP, PRESIDENT, 6626515377, 333600000X, 04541/01.1, MS, N, 333600000X, CS-04541/01.1, MS, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========A, 01, MS, BCBS OF MS LAB, 00440615, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , R. PH, , , , , , , , , , , , , , , , 
1457330995, 2, , <UNAVAIL>, SOUTH MISSISSIPPI STATE HOSPITAL, , , , , , , , , , , , , , , , 823 HIGHWAY 589, , PURVIS, MS, 394754194, US, 6017940100, 6017940213, 823 HIGHWAY 589, , PURVIS, MS, 394754194, US, 6017940100, 6017940213, 01/12/2006, 07/08/2007, , , , , WINFIELD, WYNONA, , HOSPITAL DIRECTOR, 6017940100, 273R00000X, 31336, MS, X, 283Q00000X, 31329, MS, X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MRS., , , , , , , , , , , , , , , , , , 
1710967526, 2, , <UNAVAIL>, KEESLER MEDICAL CENTER 81MDSS SGSR, , , , , , , , , , , , , , , , 301 FISHER ST, STE 101 RM 1A132, KEESLER AFB, MS, 395342508, US, 2283774526, 2283774559, 301 FISHER ST, STE 101 RM 1A132, KEESLER AFB, MS, 395342508, US, 2283774526, 2283774559, 01/18/2006, 11/15/2010, , , , , HANSKEN, SERENA, LYNN, AIR FORCE UNIFORM BUSINESS OFFICE, 7035886419, 261QM1100X, , , N, 261QM1101X, , , N, 286500000X, , , Y, 332000000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2518338, 01, MS, NCPDP, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1588644348, 2, , <UNAVAIL>, BAPTIST MEMORIAL HOSPITAL-CALHOUN INC, , , , , , , BAPTIST MEMORIAL HOSPITAL-CALHOUN, 0, , , , , , , , 140 BURKE CALHOUN CITY RD, , CALHOUN CITY, MS, 38916, US, 6626286611, 6626286610, 140 BURKE CALHOUN CITY RD, , CALHOUN CITY, MS, 389169690, US, 6626286611, 6626286610, 01/18/2006, 06/01/2017, , , , , HUGHES, BEN, , DIRECTOR OF PHARMACY SERVICES, 6622441178, 333600000X, 00378/3.1, MS, Y, 3336I0012X, , , N, 3336L0003X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2169530, 01, , PK, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1235119181, 2, , <UNAVAIL>, FOREST FAMILY PRACTICE CLINIC PA, , , , , , , , , , , , , , , , PO BOX 600, , FOREST, MS, 390740600, US, 6014694861, 6014694828, 1 MEDICAL LN, , FOREST, MS, 390744039, US, 6014694861, 6014694828, 01/18/2006, 10/22/2008, , , , , LEE, JOHN, PAUL, PRESIDENT, 6014694861, 207Q00000X, 05638, MS, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 09014143, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , M.D., 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1225018963, 2, , <UNAVAIL>, DISTINCT HOME HEALTH CARE INC, , , , , , , CAREMED, 3, , , , , , , , PO BOX 27968, , SALT LAKE CITY, UT, 841270968, US, 4072461226, 4076482297, 14231 SEAWAY RD, SUITE E5 & E6, GULFPORT, MS, 395034628, US, 2288971834, 2285758959, 01/19/2006, 07/01/2015, , , , , MENCHEN, ROBIN, L, CHIEF ADMINISTRATION OFFICER, 4078224600, 332B00000X, , , Y, 332BC3200X, , , N, 332BP3500X, , , N, 332BX2000X, , , N, 335E00000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2134159, 05, LA, , 00440259, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, ROTECH HEALTHCARE INC, <UNAVAIL>, MRS., , , , , , , , , , , , , , , , , , 
1629058094, 2, , <UNAVAIL>, SOUTH CENTRAL REGIONAL MEDICAL CENTER, , , , , , , EMSERV AMBULANCE SERVICE, 3, , , , , , , , PO BOX 869, , LAUREL, MS, 394410869, US, 6013990528, 6014257541, 23 MASON ST, , LAUREL, MS, 394404437, US, 6013990528, 6014257541, 01/20/2006, 04/23/2008, , , , , DILL, RORY, M., OPERATIONS COORDINATOR, 6013990528, 341600000X, 160, MS, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 00050680, 05, MS, , =========D, 01, MS, BLUE CROSS BLUE SHIELD, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1679553994, 2, , <UNAVAIL>, MAGEE BENEVOLENT ASSOCIATION, , , , , , , MAGEE GENERAL HOSPITAL, 3, , , , , , , , 300 3RD AVE SE, , MAGEE, MS, 391113665, US, 6018495070, 6018497116, 300 3RD AVE SE, , MAGEE, MS, 391113665, US, 6018495070, 6018497116, 01/20/2006, 07/09/2007, , , , , CRUMPTON, ALTHEA, H, C E O, 6018495070, 282N00000X, 13-274, MS, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 00020042, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MRS., , , , , , , , , , , , , , , , , , 
1427028240, 2, , <UNAVAIL>, DISTINCT HOME HEALTH CARE INC, , , , , , , CAREMED, 3, , , , , , , , PO BOX 536576, , ORLANDO, FL, 328536576, US, 4072461226, 4076482297, 7535 AIRWAYS BLVD, SUITE 101, SOUTHAVEN, MS, 386715834, US, 6623499291, 6623498608, 01/24/2006, 04/01/2013, , , , , MENCHEN, ROBIN, L, CHIEF COMPLIANCE OFFICER, 4078224600, 332B00000X, , , Y, 332BC3200X, , , N, 332BP3500X, , , N, 332BX2000X, , , N, 335E00000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 00441000, 05, MS, , 1512733, 05, TN, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, ROTECH HEALTHCARE INC, <UNAVAIL>, MRS., , , , , , , , , , , , , , , , , , 
1487624334, 2, , <UNAVAIL>, HEALTHCARE SERVICES OF MISSISSIPPI INC, , , , , , , ROTECH, 3, , , , , , , , PO BOX 27968, , SALT LAKE CITY, UT, 841270968, US, 4072461226, 4076482297, 934 BROADWAY DR STE 30, , HATTIESBURG, MS, 394017516, US, 6015453007, 6015453062, 01/24/2006, 01/19/2018, , , , , MENCHEN, ROBIN, L, CHIEF OPERATING OFFICER, 4078224600, 332B00000X, , , Y, 332BC3200X, , , N, 332BP3500X, , , N, 332BX2000X, , , N, 335E00000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 00040131, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, ROTECH HEALTHCARE INC, <UNAVAIL>, MRS., , , , , , , , , , , , , , , , , , 
1093785859, 2, , <UNAVAIL>, UHS OF PARKWOOD INC, , , , , , , PARKWOOD BEHAVIORAL HEALTH SYSTEM, 3, , , , , , , , 8135 GOODMAN RD, , OLIVE BRANCH, MS, 386542103, US, 6628954900, , 8135 GOODMAN RD, , OLIVE BRANCH, MS, 386542103, US, 6628954900, , 01/25/2006, 09/02/2010, , , , , WALLACE, SANDRA, , CFO, 6628937093, 283Q00000X, 32316, MS, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 220612, 05, MS, , =========, 01, MS, CHAMPUS, 00220612, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , , , , , , , , , , , , , , , , , 
1790755320, 2, , <UNAVAIL>, NORTH MISSISSIPPI SPORTS MEDICINE & ORTHOPAEDIC CLINIC PLLC, , , , , , , , , , , , , , , , 4381 S EASON BLVD, SUITE 303, TUPELO, MS, 388016583, US, 6628405747, 6628405856, 4381 S EASON BLVD, SUITE 303, TUPELO, MS, 388016583, US, 6628405747, 6628405856, 01/25/2006, 10/27/2011, , , , , RICE, WILLIAM, LOUIS, MD, 6628405747, 207X00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 09016127, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , MD, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1457321036, 2, , <UNAVAIL>, PHC-CLEVELAND INC, , , , , , , BOLIVAR MEDICAL CENTER, 3, , , , , , , , 330 SEVEN SPRINGS WAY, , BRENTWOOD, TN, 370274536, US, 6159207000, , 901 E SUNFLOWER RD, , CLEVELAND, MS, 387322833, US, 6628460061, 6628462380, 01/25/2006, 05/31/2017, , , , , RAPLEE, ROBERT, SCOTT, PRESIDENT, 6159207000, 282N00000X, 16224, MS, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0220606, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1821069188, 2, , <UNAVAIL>, COMPLETE HOME CARE INC., , , , , , , , , , , , , , , , 709 S ADAMS ST, , FULTON, MS, 388434404, US, 6628627828, 6628627294, 709 S ADAMS ST, , FULTON, MS, 388434404, US, 6628627828, 6628627294, 01/26/2006, 07/09/2007, , , , , QUINN, CHARLES, LARRY, OWNER, 6628627828, 332BX2000X, , MS, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 00040212, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MR., , , , , , , , , , , , , , , , , , 
1841260387, 2, , <UNAVAIL>, HEALTHCARE SERVICES OF MISSISSIPPI INC, , , , , , , SOUTHERN MEDICAL, 3, , , , , , , , PO BOX 536576, , ORLANDO, FL, 328536576, US, 4072461226, 4076482297, 316 N DAVIS AVE, SUITE B, CLEVELAND, MS, 387322303, US, 6628432504, 6628432580, 01/26/2006, 08/15/2013, , , , , MENCHEN, ROBIN, L, CHIEF COMPLIANCE OFFICER, 4078224600, 332B00000X, , , Y, 332BC3200X, , , N, 332BP3500X, , , N, 332BX2000X, , , N, 335E00000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 00440523, 05, MS, , 197482716, 05, AR, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, ROTECH HEALTHCARE INC, <UNAVAIL>, MRS., , , , , , , , , , , , , , , , , , 
1346211539, 2, , <UNAVAIL>, SURGERY CLINIC OF TUPELO PA, , , , , , , , , , , , , , , , 454 E PRESIDENT AVE, , TUPELO, MS, 388015501, US, 6623776470, 6623776475, 4381 S EASON BLVD, , TUPELO, MS, 388016583, US, 6623776470, 6623776475, 01/27/2006, 07/08/2007, , , , , DAUGHTEY, BRENDA, , OFFICE MANGER, 6623776470, 208600000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 09013129, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1457322661, 2, , <UNAVAIL>, ENDOCRINE & METABOLIC DISORDERS INSTITUTE PLLC, , , , , , , , , , , , , , , , 910 MARY VANCE DRIVE, , TUPELO, MS, 388010000, US, 6623776275, 6623776299, 910 MARY VANCE DRIVE, , TUPELO, MS, 388010000, US, 6623776275, 6623776299, 01/27/2006, 04/26/2012, , , , , DEY, JAYANT, , MD, 6623776275, 207RE0101X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , MD, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1750352894, 2, , <UNAVAIL>, OBSTETRICS GYNECOLOGY ASSOCIATES PA, , , , , , , , , , , , , , , , 1793 CLIFF GOOKIN BLVD, , TUPELO, MS, 388016723, US, 6628421161, 6628444107, 1793 CLIFF GOOKIN BLVD, , TUPELO, MS, 388016723, US, 6628421161, 6628444107, 01/27/2006, 01/30/2008, , , , , HODGES, SHERRI, , ADMINISTRATOR, 6628427080, 207V00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 09014159, 05, MS, , CM7073, 01, MS, RAILROAD MEDICARE GROUP, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1356312623, 2, , <UNAVAIL>, PRIMARY CARE CLINIC OF RIPLEY PA, , , , , , , , , , , , , , , , 450 E PRESIDENT AVE, , TUPELO, MS, 388015599, US, 6623774685, 6623772755, 1009 CITY AVE N, , RIPLEY, MS, 386631414, US, 6628371404, 6628371407, 01/27/2006, 12/10/2008, , , , , ELLIOTT, CHARLES, , MD, 6628371404, 207Q00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 09015964, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , MD, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, , , , , , , , , , , , , , , 
1205807237, 2, , <UNAVAIL>, OPEN MRI. LLC, , , , , , , , , , , , , , , , PO BOX 2819, , GULFPORT, MS, 395052819, US, 2283147226, 2283147227, 14245 DEDEAUX RD, , GULFPORT, MS, 395033369, US, 2283147226, 2283147227, 01/28/2006, 07/08/2007, , , , , VAUGHN, LESLIE, C, ADMINISTRATOR, 2283147226, 293D00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MS., , , , , , , , , , , , , , , , , , 
