1982607933, 2, , <UNAVAIL>, ADR LLC, , , , , , , , , , , , , , , , PO BOX 808, , CUMBERLAND, MD, 215010808, US, 3017241646, 3017247429, 952 SETON DR, , CUMBERLAND, MD, 215021950, US, 3017773522, 3017771902, 05/23/2005, 08/16/2010, , , , , KIM, JONG, K, PRESIDENT, 3017241646, 174400000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , DA5555, 01, , RAILROAD MEDICARE, 403741300, 05, MD, , 001586989, 01, WV, MT ST BS, 216A, 01, MD, MD BLUE SHIELD, 0201927000, 05, WV, , J249, 01, MD, MD BLUE SHIELD, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , MD, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1982699815, 2, , <UNAVAIL>, ASBURY PHYSICIAN SERVICES LLC, , , , , , , , , , , , , , , , 201 RUSSELL AVE, , GAITHERSBURG, MD, 208772801, US, 3012164157, 3019876297, 201 RUSSELL AVE, , GAITHERSBURG, MD, 208772801, US, 3012164157, 3019876297, 09/16/2005, 04/20/2008, , , , , BIRSCHBACH, H ROBERT, , AUTHORIZED OFFICIAL, 3012164157, 133V00000X, =========, MD, X, 207N00000X, =========, MD, X, 207Q00000X, =========, MD, X, 207R00000X, =========, MD, X, 207RC0001X, =========, MD, X, 207X00000X, =========, MD, X, 208100000X, =========, MD, X, 213E00000X, =========, MD, X, 231H00000X, =========, MD, X, 363LF0000X, =========, MD, X, , , , , , , , , , , , , , , , , , , , , 340AAS, 01, MD, CAREFIRST MD- SPEC, 5297, 01, DC, CAREFIRST, 3078653001, 01, , CIGNA, KG99AAS, 01, MD, CAREFIRST MD- PCPS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , M.D., 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , , , , 
1407841059, 2, , <UNAVAIL>, INTERACTIVE SOFTWARE IN MEDICINE INC, , , , , , , , , , , , , , , , 10700 CHARTER DRIVE, STE 200, COLUMBIA, MD, 210443629, US, 4107150108, 4109953681, 10700 CHARTER DRIVE, STE 200, COLUMBIA, MD, 210443629, US, 4107150108, 4109953681, 09/20/2005, 06/09/2010, , , , , GLOTH, SEAN, THOMAS, PRESIDENT, 4107150108, 207RC0000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 402994100, 05, MD, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , MD, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1336135821, 2, , <UNAVAIL>, J RICHARD LILLY MD ABFP CHTD, , , , , , , , , , , , , , , , 5804 BALTIMORE AVE, , HYATTSVILLE, MD, 207811623, US, 3019277800, 3019270375, 5804 BALTIMORE AVE, , HYATTSVILLE, MD, 207811623, US, 3019277800, 3019270375, 09/21/2005, 02/09/2010, , , , , LILLY, J, RICHARD, OWNER, 3017791014, 208D00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 015481400, 05, MD, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , MD, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1043206493, 2, , <UNAVAIL>, COLUMBIA HICKORY PHARMACY INC, , , , , , , COLUMBIA HICKORY CARE PHARMACY, 3, , , , , , , , 10805 HICKORY RIDGE RD, SUITE 2, COLUMBIA, MD, 210443626, US, 4109646409, 4109646493, 10805 HICKORY RIDGE RD, SUITE 2, COLUMBIA, MD, 210443626, US, 4109646409, 4109646493, 09/21/2005, 12/19/2015, , , , , NA, HYUNG, , OWNER, 4109646409, 333600000X, , , N, 3336C0003X, P04190, MD, Y, 3336C0004X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2037991, 01, , PK, 407608700, 05, MD, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1821084112, 2, , <UNAVAIL>, MIDATLANTIC CARDIOVASCULAR ASSOCIATES PA, , , , , , , , , , , , , , , , 1838 GREENE TREE RD, SUITE 150-LL, BALTIMORE, MD, 212086391, US, 4106029262, 4106029276, 1838 GREENE TREE RD, SUITE 535, BALTIMORE, MD, 212086391, US, 4106533923, 4106531296, 09/22/2005, 10/05/2007, , , , , YUROW, HANK, , CEO, 4104849520, 207RC0000X, , , Y, 207RC0001X, , , N, 207RI0011X, , , N, 208G00000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , 
1871589937, 2, , <UNAVAIL>, MID-MARYLAND MEDICAL TRANSPORT LLC, , , , , , , , , , , , , , , , PO BOX 1910, , WINCHESTER, VA, 226048060, US, 8665534220, 5405364359, 930 ELDRIDGE DR, , HAGERSTOWN, MD, 217406859, US, 3017336655, 3017334229, 09/23/2005, 07/30/2008, , , , , HEISEY, M, FRANK, SECRETARY, 5405365260, 3416L0300X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 7667189, 01, , AETNA CHOICE, =========, 01, , BEECH NETWORK MANITOWOC, =========, 01, MD, WEXFORD HEALTH, =========, 01, , FIDELITY PMG, 90142127, 01, , VA MEDICAID, =========, 01, , FREDERICK PHYSICIAN NTWK, =========00, 01, WV, WORKERS COMP, TR68MI, 01, , BS MARYLAND, 385544, 01, , TRIGO, 590014790, 01, , RAILROAD MEDICARE, =========, 01, , UNITED HEALTH CARE, 800301700, 05, WV, , 2110905, 01, , MAMSI, 015107600, 05, MD, , =========, 01, , CHAMPUS, 2473443, 01, , AETNA BLUE BELL HMO, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1497741524, 2, , <UNAVAIL>, BRINTON WOODS HEALTH CARE CENTER LLC, , , , , , , BRINTON WOODS NURSING & REHAB CTR, 3, , , , , , , , 9515 DEERECO RD, SUITE 407, TIMONIUM, MD, 210932116, US, 4105604925, 4105604927, 1442 BUCKHORN RD, , SYKESVILLE, MD, 217849303, US, 4107952737, 4107955501, 09/23/2005, 02/17/2014, , , , , CORTESE, DAREN, , PRESIDENT, 4105604925, 313M00000X, 06-003, MD, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 407404100, 05, MD, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1770579633, 2, , <UNAVAIL>, DR BAIG LLC, , , , , , , , , , , , , , , , 4255 ALTAMONT PL, STE 203, WHITE PLAINS, MD, 206953024, US, 3016389505, 3017058831, 4255 ALTAMONT PL, STE 203, WHITE PLAINS, MD, 206953024, US, 3016389505, 3017058831, 09/26/2005, 03/23/2017, , , , , BAIG, KAMAKSHI, , KAMAKSHI BAIG MD, 3016389505, 207Q00000X, D0056949, MD, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , F1410001, 01, , BCBS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , MD, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1265428148, 2, , <UNAVAIL>, HOWARD COUNTY PHYSICAL THERAPY SPORTS REHABILITATION, , , , , , , , , , , , , , , , 6011 UNIVERSITY BLVD, SUITE 120, ELLICOTT CITY, MD, 210436074, US, 4102030391, 4102032707, 6011 UNIVERSITY BLVD, SUITE 120, ELLICOTT CITY, MD, 210436074, US, 4102030391, 4102032707, 09/26/2005, 07/01/2013, , , , , MULES, LYNDA, G, PRESIDENT / CEO, 4102030391, 208100000X, , MD, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1447246483, 2, , <UNAVAIL>, MARSALLE CENTER ASSOCIATES, , , , , , , ROCK CREEK NURSING CENTER, 3, , , , , , , , 2131 O ST NW, , WASHINGTON, DC, 200371008, US, 2027852577, 2023310857, 204 MONROE ST, SUITE 201, ROCKVILLE, MD, 208504425, US, 3017389400, 3017387145, 09/26/2005, 08/14/2007, , , , , BARTON, KATHRYN, A, CFO, 3017389400, 314000000X, HFD020001, DC, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , , , , , , , , , , , , , , , , , 
1144216052, 2, , <UNAVAIL>, MID-ATLANTIC ORTHOPAEDIC SPECIALISTS PC, , , , , , , , , , , , , , , , 1120A PROFESSIONAL CT, , HAGERSTOWN, MD, 217405852, US, 3017397900, 3017397112, 1120A PROFESSIONAL CT, , HAGERSTOWN, MD, 217405852, US, 3017397900, 3017397112, 09/26/2005, 02/16/2011, , , , , STOWELL, MICHAEL, T, PRESIDENT, 3017397900, 207X00000X, , MD, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 532461100, 05, MD, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , MD, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1295722932, 2, , <UNAVAIL>, STEVEN LACHER MD PA, , , , , , , , , , , , , , , , 1300 YORK RD, SUITE 190, LUTHERVILLE, MD, 210936016, US, 4103210882, 4103211161, 1300 YORK RD, SUITE 190, LUTHERVILLE, MD, 210936016, US, 4103210882, 4103211161, 09/27/2005, 10/18/2012, , , , , LACHER, STEVEN, , PRESIDENT, 4103210882, 207V00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , D1411917, 01, MD, CORPORATE ID #, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , M.D., 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1558358291, 2, , <UNAVAIL>, LACHER AMBULATORY SURGICAL CENTER, , , , , , , , , , , , , , , , 7505 OSLER DR, SUITE 202, TOWSON, MD, 212047736, US, 4103210882, 4103211161, 7505 OSLER DR, SUITE 202, TOWSON, MD, 212047736, US, 4103210882, 4103211161, 09/27/2005, 07/08/2007, , , , , LACHER, STEVEN, , PRESIDENT, 4103210882, 261QA1903X, A1210, MD, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , A1210, 01, MD, FACILITY LICENSE #, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , M.D., , , , , , , , , , , , , , , , 
1033106547, 2, , <UNAVAIL>, CLINICAL SOCIAL WORKERS INC, , , , , , , MARY B. LEVNER LCSW, 5, , , , , , , , 5206 MARLYN DR, , BETHESDA, MD, 208161949, US, 3012298126, , 5206 MARLYN DR, , BETHESDA, MD, 208161949, US, 3012298126, , 09/29/2005, 07/08/2007, , , , , LEVNER, MARY, B, VICE PRESIDENT, 3012298126, 1041C0700X, 04369, MD, Y, 1041C0700X, 0904000345, VA, N, 1041C0700X, LC301020, DC, N, 1041C0700X, 04241, MD, N, 1041C0700X, 0904000317, VA, N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MS., , LCSW, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , 
1528055985, 2, , <UNAVAIL>, WESTERN MD PHARMACEUTICAL SERVICES, , , , , , , RUSSO'S RX, 3, , , , , , , , 25 N CANNON AVE, , HAGERSTOWN, MD, 217404918, US, 3017915220, 3017915189, 25 N CANNON AVE, , HAGERSTOWN, MD, 217404918, US, 3017915220, 3017915189, 09/30/2005, 03/12/2008, , , , , RUSSO, DAVID, MICHAEL, PRESIDENT, 3017915220, 183500000X, P00898, MD, Y, 332B00000X, P00898, MD, N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2111487, 01, , NABP, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , P.D., 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1588651996, 2, , <UNAVAIL>, DENNETT ROAD MANOR INC, , , , , , , , , , , , , , , , 1113 MARY DR, , OAKLAND, MD, 215501428, US, 3013348700, 3013348347, 1113 MARY DR, , OAKLAND, MD, 215501428, US, 3013348700, 3013348347, 09/30/2005, 04/20/2008, , , , , HOLLER, LARRY, L, VICE PRESIDENT CFO, 3013342111, 314000000X, 11004, MD, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MP2, 01, , FEDERAL BCBS, =========, 01, MD, BCBS, 59007301, 01, , CAREFIRST BCBS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MR., , , , , , , , , , , , , , , , , , 
1659368181, 2, , <UNAVAIL>, JOHNS HOPKINS UNIVERSITY, , , , , , , JHU - PEDIATRICS/RHEUMATOLOGY, 3, , , , , , , , PO BOX 64316, , BALTIMORE, MD, 212644316, US, , , 600 N WOLFE ST, , BALTIMORE, MD, 212870005, US, 4109331182, , 09/30/2005, 04/20/2008, , , , , AMORIELLO, PATRICIA, , DIRECTOR CPA AR, 4109336422, 2080P0216X, =========, MD, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , CD6085, 01, MD, RRMC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, JOHNS HOPKINS UNIVERSITY, <UNAVAIL>, MRS., , , 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1568459097, 2, , <UNAVAIL>, JOHNS HOPKINS UNIVERSITY, , , , , , , JHU - PEDIATRICS/EMERGENCY MEDICINE, 3, , , , , , , , PO BOX 64316, , BALTIMORE, MD, 212644316, US, , , 600 N WOLFE ST, , BALTIMORE, MD, 212870005, US, 4109331182, , 09/30/2005, 04/20/2008, , , , , AMORIELLO, PATRICIA, , DIRECTOR CPA AR, 4109336423, 2080P0204X, =========, MD, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , CD6085, 01, MD, RRMC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, JOHNS HOPKINS UNIVERSITY, <UNAVAIL>, MRS., , , 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1477540904, 2, , <UNAVAIL>, JOHNS HOPKINS UNIVERSITY, , , , , , , JHU - PATHOLOGY, 3, , , , , , , , PO BOX 64478, , BALTIMORE, MD, 212644478, US, , , 600 N WOLFE ST, , BALTIMORE, MD, 212870005, US, 4109331306, , 09/30/2005, 04/20/2008, , , , , AMORIELLO, PATRICIA, , DIRECTOR CPA AR, 4109336422, 207ZP0102X, =========, MD, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , CA9044, 01, MD, RRMC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, JOHNS HOPKINS UNIVERSITY, <UNAVAIL>, MRS., , , 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1386631810, 2, , <UNAVAIL>, JOHNS HOPKINS UNIVERSITY, , , , , , , JHU - EMERGENCY MEDICINE, 3, , , , , , , , PO BOX 64362, , BALTIMORE, MD, 212644362, US, , , 600 N WOLFE ST, , BALTIMORE, MD, 212870005, US, 3018650800, , 09/30/2005, 04/20/2008, , , , , AMOREILLO, PATRICIA, , DIRECTOR CPA AR, 4109336422, 207P00000X, =========, MD, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , CA9040, 01, MD, RRMC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, JOHNS HOPKINS UNIVERSITY, <UNAVAIL>, MRS., , , 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1730176264, 2, , <UNAVAIL>, JOHNS HOPKINS UNIVERSITY, , , , , , , JHU - PEDIATRICS/ENDOCRINOLOGY, 3, , , , , , , , PO BOX 64316, , BALTIMORE, MD, 212644316, US, , , 600 N WOLFE ST, , BALTIMORE, MD, 212870005, US, 4109331182, , 09/30/2005, 04/20/2008, , , , , AMORIELLO, PATRICIA, , DIRECTOR CPA AR, 4105585231, 2080P0205X, =========, MD, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MRS., , , 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1649267170, 2, , <UNAVAIL>, JOHNS HOPKINS UNIVERSITY, , , , , , , JHU - PEDIATRICS/GASTROENTEROLOGY, 3, , , , , , , , PO BOX 64316, , BALTIMORE, MD, 212644316, US, , , 600 N WOLFE ST, , BALTIMORE, MD, 212870005, US, 4109331182, , 09/30/2005, 04/20/2008, , , , , AMORIELLO, PATRICIA, , DIRECTOR CPA AR, 4109336422, 2080P0206X, =========, MD, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , CD6085, 01, MD, RRMC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, JOHNS HOPKINS UNIVERSITY, <UNAVAIL>, MRS., , , 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
