1528061553, 2, , <UNAVAIL>, DAYWEST HEALTHCARE SERVICES, , , , , , , HIGHLAND CARE CENTER, 3, , , , , , , , 4285 HIGHLAND DR, , SALT LAKE CITY, UT, 841242603, US, 8012782839, 8012726109, 4285 HIGHLAND DR, , SALT LAKE CITY, UT, 841242603, US, 8012782839, 8012726109, 05/23/2005, 06/17/2008, , , , , MURRAY, JASON, , ADMINISTRATOR, 8012782839, 314000000X, 2004-NCF-49, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 870304091006, 05, UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1609838911, 2, , <UNAVAIL>, PROMISE HOSPITAL OF SALT LAKE INC, , , , , , , , , , , , , , , , 999 YAMATO ROAD, 3RD FLOOR, BOCA RATON, FL, 33431, US, 5618693100, 5618260171, 8 TH AVE C ST, , SALT LAKE CITY, UT, 841430001, US, 8014087120, 8014087113, 04/03/2006, 12/27/2013, , , , , ARMSTRONG, DAVID, J, EVP/GENERAL COUNSEL, 5618693100, 282E00000X, 2004-HOSP-42993, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1275595688, 2, , <UNAVAIL>, CHILDREN'S SERVICE SOCIETY OF UTAH, , , , , , , , , , , , , , , , 124 S 400 E, SUITE 400, SALT LAKE CITY, UT, 841112135, US, 8017835560, 8017835559, 124 S 400 E, SUITE 400, SALT LAKE CITY, UT, 841112135, US, 8017835560, 8017835559, 04/03/2006, 07/08/2007, , , , , SMITH, SLOANE, , CLINICAL DIRECTOR, 8017835560, 101YM0800X, 58554003502, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MS., , LCSW, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, , , , , , , , , , , , , , , 
1881656114, 2, , <UNAVAIL>, ARIZONA MEDICAL SUPPLY, , , , , , , WESTERN MEDICAL, 3, , , , , , , , 831 E 340 S, SUITE 130, AMERICAN FORK, UT, 840033327, US, 8888703426, 8887984545, 831 E 340 S, SUITE 130, AMERICAN FORK, UT, 840033327, US, 8888703426, 8887984545, 04/03/2006, 04/26/2013, , , , , ROOKSTOOL, JODY, , MEMBER, 8016921354, 332B00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1215999503, 2, , <UNAVAIL>, INTERMOUNTAIN SPECIALIZED ABUSE TREATMENT CENTER (ISAT), , , , , , , ISAT CENTER, 3, , , , , , , , 1555 WEST 2200 SOUTH, , WEST VALLEY CITY, UT, 841191486, US, 8018868900, 8018868898, 1555 WEST 2200 SOUTH, SUITE A, WEST VALLEY CITY, UT, 841191486, US, 8018868900, 8018868898, 04/04/2006, 08/20/2016, , , , , VALCARCE, BECKY, , CO-EXECUTIVE DIRECTOR/CLINICAL, 8018868900, 101YM0800X, 1358386004, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1215999503, 05, UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , LCMHC, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1316909575, 2, , <UNAVAIL>, LIFE SKILLS VOCATIONAL CENTER, , , , , , , , , , , , , , , , 15173 ROSE CANYON RD, , HERRIMAN, UT, 840654482, US, 8012542666, , 2656 W 1500 S, , SALT LAKE CITY, UT, 841044151, US, 8019773732, , 04/04/2006, 04/20/2008, , , , , PETTIT, JEANIE, , OWNER, 8012542666, 251C00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========001, 05, UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1639131907, 2, , <UNAVAIL>, CARBON MEDICAL SERVICE ASSOCIATION PHARMACY, , , , , , , CARBON MEDICAL SERVICE PHARMACY, 3, , , , , , , , 305 CENTER STREET, P. O. BOX 930, EAST CARBON, UT, 845200930, US, 4358884411, 4358882270, 305 CENTER STREET, , EAST CARBON, UT, 845200930, US, 4358884411, 4358882270, 04/04/2006, 04/20/2008, , , , , JENSEN, YVONNE, , EXECUTIVE DIRECTOR, 4358884411, 3336C0003X, , UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========013, 05, UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1902868177, 2, , <UNAVAIL>, FOOTHILL FAMILY CLINC INC., , , , , , , , , , , , , , , , 6360 S 3000 E, SUITE 100, SALT LAKE CITY, UT, 841216923, US, 8013651032, 8013651033, 6360 S 3000 E, SUITE 100, SALT LAKE CITY, UT, 841216923, US, 8013651032, 8013651033, 04/04/2006, 07/09/2007, , , , , ALCORN, HEATHER, , OFFICE MANAGER, 8013651032, 305S00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 870322013008, 05, UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MRS., , , , , , , , , , , , , , , , , , 
1871556217, 2, , <UNAVAIL>, UINTAH BASIN MEDICAL CENTER, , , , , , , , , , , , , , , , 250 W 300 N, , ROOSEVELT, UT, 840662336, US, 4357226163, 4357229291, 250 W 300 N, , ROOSEVELT, UT, 840662336, US, 4357226163, 4357229291, 04/07/2006, 04/20/2008, , , , , LEBARON, BRADLEY, D, CEO/PRESIDENT, 4357226163, 282N00000X, 2005-HOSP-180, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========05, 05, UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1679536700, 2, , <UNAVAIL>, CORPORATE CHIROPRACTIC INC, , , , , , , , , , , , , , , , 218 E 800 S, , OREM, UT, 840585008, US, 8012252457, 8012252537, 218 E 800 S, , OREM, UT, 840585008, US, 8012252457, 8012252537, 04/10/2006, 03/18/2015, , , , , HANSEN, CHRISTIAN, KENNETH, OWNER, 8012252457, 111N00000X, 57235551202, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , DC, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1033173646, 2, , <UNAVAIL>, ALPINE HOME MEDICAL EQUIPMENT LLC, , , , , , , , , , , , , , , , 132 E 13065 S STE 200, , DRAPER, UT, 840205646, US, 8015902780, , 4030 S STATE ST, , SALT LAKE CITY, UT, 841071511, US, 8014630044, , 04/12/2006, 07/01/2016, , , , , BROADBENT, JAY, , OWNER, 8015902703, 332BX2000X, 6142158-1714, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1508820804, 2, , <UNAVAIL>, SERVICE DRUG COMPANY INC, , , , , , , SERVICE DRUG, 3, , , , , , , , 40 N MAIN ST, , FILLMORE, UT, 846314506, US, 4357436540, 4357434519, 40 N MAIN ST, , FILLMORE, UT, 846314506, US, 4357436540, 4357434519, 04/13/2006, 02/20/2017, , , , , KILLPACK, ROGER, , PRESIDENT / OWNER, 4354061597, 332B00000X, , , N, 333600000X, , , N, 3336C0003X, 8171489, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1508820804, 05, UT, , 2134168, 01, , PK, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , RPH, , , , , , , , , , , , , , , , 
1881658110, 2, , <UNAVAIL>, CENTRAL VALLEY MEDICAL CENTER, , , , , , , , , , , , , , , , 48 W 1500 N, , NEPHI, UT, 846488900, US, 4356233000, 4356233123, 48 W 1500 N, , NEPHI, UT, 846488900, US, 4356233000, 4356233123, 04/13/2006, 12/14/2011, , , , , STODDARD, MARK, , ADMINISTRATOR, 4356233000, 282NC0060X, 2005-HOSP-171, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 876000887008, 05, UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1831153840, 2, , <UNAVAIL>, NO ROLL UP TIMPANOGOS LLC, , , , , , , TIMPANOGOS DIALYSIS CENTER, 3, , , , , , , , 5200 VIRGINIA WAY, STE 400 L&C, BRENTWOOD, TN, 370277569, US, 6153204435, 3032097821, 1055 N 500 W, STE 222, PROVO, UT, 846043329, US, 8013568907, 8013776832, 04/14/2006, 04/20/2008, , , , , USILTON, THOMAS, O, GROUP VICE PRESIDENT, 7705417922, 261QE0700X, , UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========001, 05, UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , JR., , , , , , , , , , , , , , , , , 
1114981107, 2, , <UNAVAIL>, TOTAL RENAL CARE INC, , , , , , , UTAH VALLEY DIALYSIS CENTER, 3, , , , , , , , 5200 VIRGINIA WAY, STE 400, BRENTWOOD, TN, 370277569, US, 6153204435, 3032097821, 1055 N 500 W STE 221, , PROVO, UT, 846043305, US, 8013735400, 8013736400, 04/14/2006, 12/23/2013, , , , , HILGER, JAMES, K, CHIEF ACCOUNTING OFFICER, 2537334500, 261QE0700X, 2002ESRD9781, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========053, 05, UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1629032610, 2, , <UNAVAIL>, TOTAL RENAL CARE INC, , , , , , , WEST BOUNTIFUL DIALYSIS, 3, , , , , , , , 5200 VIRGINIA WAY, L&C DEPT, BRENTWOOD, TN, 370277569, US, 6153416398, 8665864152, 724 W 500 S, STE 300, WEST BOUNTIFUL, UT, 840871457, US, 8012969091, 8012969094, 04/14/2006, 06/29/2016, , , , , HILGER, JAMES, K, CHIEF ACCOUNTING OFFICER, 2537334500, 261QE0700X, 2003ESRD928, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 797730, 05, AZ, , 870570546015, 05, UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1174587984, 2, , <UNAVAIL>, ST MARKS AMBULATORY SURGERY ASSOCIATES LP, , , , , , , ST. MARK'S OUTPATIENT SURGERY CENTER, 3, , , , , , , , 1250 E 3900 S, SUITE 100, SALT LAKE CITY, UT, 841241348, US, 8012620358, 8012620901, 1250 E 3900 S, SUITE 100, SALT LAKE CITY, UT, 841241348, US, 8012620358, 8012620901, 04/17/2006, 05/24/2012, , , , , LIEDTKE, DON, , VICE PRESIDENT, 6153445507, 261QA1903X, 2005ASF519, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========009, 05, UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1346205176, 2, , <UNAVAIL>, CORAL DESERT SURGERY CENTER LLC, , , , , , , , , , , , , , , , 1490 E FOREMASTER DR, BUILDING C, ST GEORGE, UT, 847904488, US, 4356745230, 4356745231, 1490 E FOREMASTER DR, BUILDING C, ST GEORGE, UT, 847904488, US, 4356745230, 4356745231, 04/17/2006, 06/09/2017, , , , , NIELSON, DAN, , ADMINISTRATOR, 4356745230, 261QA1903X, 2005-ASF-52092, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 838112, 05, AZ, , =========001, 05, UT, , P00085628, 01, UT, RAILROAD MEDICARE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1902861693, 2, , <UNAVAIL>, CARESOURCE, , , , , , , CARESOURCE HOME HEALTH AND HOSPICE, 5, , , , , , , , PO BOX 680839, 750 KEARNS BLVD. #200, PARK CITY, UT, 84068, US, 8012667200, 8012667004, 750 KEARNS BLVD. #200, , PARK CITY, UT, 84060, US, 8012667200, 8012667004, 04/18/2006, 11/14/2016, , , , , TANNER, SHAWNTEL, ELIZABETH, CEO/ADMINISTRATOR, 8012667200, 251E00000X, 2006-HHA-912, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========029, 05, UT, , HT005376-001, 01, UT, TRADING PARTNER NUMBER, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , MA, , , , , , , , , , , , , , , , 
1891750535, 2, , <UNAVAIL>, WEST VALLEY HOME HEALTH CARE INC, , , , , , , , , , , , , , , , PO BOX 70716, , SALT LAKE CITY, UT, 841700716, US, 8019691360, 8019691490, 5474 W 3500 S, , WEST VALLEY CITY, UT, 841202700, US, 8019691360, 8019691490, 04/18/2006, 10/22/2008, , , , , KURTZ, PHILIP, , OWNER, 2107855411, 251E00000X, 2006-HHA-397, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========002, 05, UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1659336881, 2, , <UNAVAIL>, MT. OGDEN SURGICAL CENTER LLC, , , , , , , , , , , , , , , , 4364 WASHINGTON BLVD, , OGDEN, UT, 844031866, US, 8014794470, , 4364 WASHINGTON BLVD, , OGDEN, UT, 844031866, US, 8014794470, , 04/19/2006, 06/24/2010, , , , , LOVE, JEFFREY, , ADMINISTRATOR, 8014794470, 261QA1903X, 2005ASF880, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1376508291, 2, , <UNAVAIL>, TOTAL RESPIRATORY CARE INC, , , , , , , , , , , , , , , , 1593 W 2350 S, SUITE C, WOODS CROSS, UT, 840872399, US, 8012988831, 8012982549, 1593 W 2350 S, SUITE C, WOODS CROSS, UT, 840872399, US, 8012988831, 8012982549, 04/20/2006, 08/12/2013, , , , , YOUNG, KORY, S, GENERAL MANAGER, 8012988831, 332BX2000X, 53625441714, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========005, 05, UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1982669982, 2, , <UNAVAIL>, HEALTH CLINICS OF UTAH, , , , , , , STATE OF UTAH, 5, , , , , , , , 150 E CENTER ST., #1100, PROVO, UT, 84606, US, 8013747011, 8013747009, 150 E. CENTER ST., #1100, PROVO, UT, 84606, US, 8013747011, 8013747009, 04/20/2006, 05/18/2012, , , , , KEYES, STACEY, MARIE, HEALTH PROGRAM REPRESENTATIVE-BILLE, 8016263353, 261QP0905X, 1610961205, UT, Y, 261QP0905X, 105991-1206, UT, N, 261QP0905X, 285456-4405, UT, N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 05664, 05, UT, , 05665, 05, UT, , 535501136001, 05, UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MISS, , CPC, , , , , , , , , , , , , , , , 
1205892080, 2, , <UNAVAIL>, VALLEY MENTAL HEALTH INCORPORATED, , , , , , , SRS PROGRAM, 5, , , , , , , , 5965 S 900 E, SUITE 420, SALT LAKE CITY, UT, 841211720, US, 8012637100, 8012637123, 2472 S 300 E, , SALT LAKE CITY, UT, 841152895, US, 8014157591, 8014157533, 04/21/2006, 08/25/2011, , , , , FALVO, DEBRA LYNN, S, EXECUTIVE DIRECTOR, 8012637100, 1041C0700X, , UT, N, 163WP0809X, , UT, N, 164W00000X, , UT, N, 2084P0800X, , UT, Y, 363LP0808X, , UT, N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========014, 05, UT, CAPITATED MEDICAID, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MS., , MHCA/RN, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , 
