1720081763, 2, , <UNAVAIL>, TOWNE & COUNTRY PHARMACY FLORIST & GIFTS INC, , , , , , , , , , , , , , , , PO BOX 364, 675 EAST HWY 60, HARDINSBURG, KY, 401430364, US, 2707562151, 2707565199, 675 EAST HWY 60, , HARDINSBURG, KY, 401430675, US, 2707562151, 2707565199, 05/23/2005, 05/03/2017, , , , , WILLOUGHBY, LAURA, GAYLE, PHARMACIST, 2707562151, 183500000X, P06296, KY, N, 332BX2000X, MG0340, KY, Y, 333600000X, P06296, KY, N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 90050147, 05, KY, , 000000189330, 01, KY, ANTHEM, 1071411, 01, KY, PASSPORT, 54032560, 05, KY, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , RPH, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1225038839, 2, , <UNAVAIL>, MCCRACKEN COUNTY CHIROPRACTIC, , , , , , , , , , , , , , , , 3305 MAXON RD, , PADUCAH, KY, 420019650, US, 2704420333, 2704447122, 2731 JACKSON ST, , PADUCAH, KY, 420033855, US, 2704447111, 2704447122, 07/26/2005, 04/20/2008, , , , , ATNIP, MARK, EARL, OWNER/DOCTOR, 2704447111, 111N00000X, 4624, KY, Y, 111N00000X, 4857, KY, N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 000000318314, 01, KY, ANTHEM M ATNIP, 000000338910, 01, KY, ANTHEM T KAHRE, 85001402, 05, KY, , 85003093, 05, KY, , 85900371, 05, KY, , =========, 01, KY, TAX ID, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , DC, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, , , , , , , , , , , , , , 
1548260169, 2, , <UNAVAIL>, MEDICAL SERVICES OF AMERICA INC, , , , , , , MEDI HOME CARE, 3, , , , , , , , PO BOX 1928, , LEXINGTON, SC, 290711928, US, 8039570500, 8883426190, 1603 S MAIN ST, , CORBIN, KY, 407011934, US, 6065230195, 6065284085, 07/26/2005, 03/01/2016, , , , , JEFFCOAT, CHRISTINA, M, VICE PRESIDENT, 8039570500, 332B00000X, , , Y, 333300000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 7100200570, 05, KY, , 4581398, 05, TN, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , , , , , , , , , , , , , , , , , 
1689674186, 2, , <UNAVAIL>, KENTUCKY GERIATRICS PSC, , , , , , , , , , , , , , , , PO BOX 950231, , LOUISVILLE, KY, 402950231, US, 5028143170, 5028143196, 1705 HERR LN, , LOUISVILLE, KY, 402226545, US, 5025446442, 5024265493, 07/26/2005, 06/20/2011, , , , , ZUBERI, BEYLA, , OWNER, 5025446442, 207R00000X, , , N, 207RG0300X, , , Y, 208M00000X, , , N, 363LA2200X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 65943813, 05, KY, , DD4794, 01, KY, RAILROAD MEDICARE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , MD, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , 
1326048091, 2, , <UNAVAIL>, LOURDES AMBULATORY SURGERY CENTER LLC, , , , , , , , , , , , , , , , PO BOX 8329, , PADUCAH, KY, 420028329, US, 2704414125, 2704414171, 225 MEDICAL CENTER DR, , PADUCAH, KY, 420037914, US, 2704414125, 2704414171, 07/26/2005, 02/02/2011, , , , , THOMPSON, MARK, , CEO, 2704442117, 261QA1903X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1871593293, 2, , <UNAVAIL>, MOLECULAR PATHOLOGY SERVICES OF THE HENRY VOGT CANCER RESEARCH INST, , , , , , , , , , , , , , , , 529 S JACKSON ST, STE 417, LOUISVILLE, KY, 402023229, US, 5028527093, 5028520886, 529 S JACKSON ST, STE 417, LOUISVILLE, KY, 402023229, US, 5028527093, 5028520886, 07/28/2005, 12/14/2009, , , , , SLONE, STEPHEN, P, INTERIM DIRECTOR, 5028520029, 291U00000X, 200191, KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2434185000, 01, KY, MEDICARE REPLACEMENT, 65945289, 05, KY, , 18D0648486, 01, KY, CLIA, 000000060628, 01, KY, ANTHEM PROV #, 200043080A, 01, KY, IN MCD #, 1060980, 01, KY, PASSPORT PROVIDER #, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , MD, , , , , , , , , , , , , , , , 
1417957804, 2, , <UNAVAIL>, MEDICAL SERVICES OF AMERICA INC, , , , , , , MEDI HOME CARE, 3, , , , , , , , PO BOX 1928, , LEXINGTON, SC, 290711928, US, 8039570500, 8883426190, 69 KY ROUTE 306, , BYPRO, KY, 416129706, US, 6064522624, 6064524512, 07/28/2005, 03/01/2016, , , , , JEFFCOAT, CHRISTINA, M, VICE PRESIDENT, 8039570500, 332B00000X, , , Y, 333300000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 7100205070, 05, KY, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , , , , , , , , , , , , , , , , , 
1891795266, 2, , <UNAVAIL>, SMITH-MCKENNEY COMPANY INCORPORATED, , , , , , , , , , , , , , , , PO BOX 547, , SHELBYVILLE, KY, 400660547, US, 5026332115, 5026331133, 16 VILLAGE PLZ, , SHELBYVILLE, KY, 400651745, US, 5026332115, 5026331133, 07/28/2005, 06/24/2011, , , , , HAYSE, S, GREG, OWNER, 5026332115, 333600000X, PO6369, KY, Y, 332B00000X, , KY, N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 000000065348, 01, , ANTHEM BCBS, 1068524, 01, , PASSPORT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , PHARMACIST, , , , , , , , , , , , , , , , 
1699775999, 2, , <UNAVAIL>, MEDICAL SERVICES OF AMERICA INC, , , , , , , MEDI HOME CARE, 3, , , , , , , , PO BOX 1928, , LEXINGTON, SC, 290711928, US, 8039570500, 8883426190, 180 TOWN MOUNTAIN RD, STE 114, PIKEVILLE, KY, 415011607, US, 6064379992, 6064379470, 07/28/2005, 02/29/2016, , , , , JEFFCOAT, CHRISTINA, M, VICE PRESIDENT, 8039570500, 332B00000X, , , Y, 333300000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 7100205320, 05, KY, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , , , , , , , , , , , , , , , , , 
1962402263, 2, , <UNAVAIL>, CAPPS PHARMACY INC, , , , , , , , , , , , , , , , 331 KEEN STREET, PO BOX 157, BURKESVILLE, KY, 42717, US, 2708641606, 2708641608, 331 KEEN STREET, , BURKESVILLE, KY, 42717, US, 2708641606, 2708641608, 07/28/2005, 04/24/2012, , , , , CAPPS, MARK, ANTHONY, OWNER, 2708641606, 332B00000X, P07024, KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 54033154, 05, KY, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , RPH., , , , , , , , , , , , , , , , 
1881694271, 2, , <UNAVAIL>, MEDICAL SERVICES OF AMERICA INC, , , , , , , MEDI HOME CARE, 3, , , , , , , , PO BOX 1928, , LEXINGTON, SC, 290711928, US, 8039570500, 8883426190, 123 N 19TH ST, , MIDDLESBORO, KY, 409652865, US, 6062486264, 6062483828, 07/28/2005, 03/01/2016, , , , , JEFFCOAT, CHRISTINA, M, VICE PRESIDENT, 8039570500, 332B00000X, , , Y, 333300000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 7100205490, 05, KY, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , , , , , , , , , , , , , , , , , 
1437159480, 2, , <UNAVAIL>, KENTUCKY ORTHOPEDIC REHABILITATION LLC, , , , , , , PRESTON PHYSICAL THERPY, 3, , , , , , , , 4714 GETTYSBURG RD, LEGAL DEPARTMENT, MECHANICSBURG, PA, 170554325, US, 7179721100, 7179759981, 7926 PRESTON HWY, SUITE 101, LOUISVILLE, KY, 402193848, US, 5029645404, 5029646164, 07/29/2005, 09/02/2010, , , , , TARVIN, MICHAEL, E., VICE PRESIDENT, 7179721100, 261QP2000X, , KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 91040568, 05, KY, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1336149582, 2, , <UNAVAIL>, HEBRON FIRE PROTECTION DISTRICT, , , , , , , , , , , , , , , , 10361 SPARTAN DR, , CINCINNATI, OH, 452151220, US, 5136123158, 5136123398, 3120 NORTH BEND RD, , HEBRON, KY, 410488465, US, 8595869009, 8595869059, 07/29/2005, 01/13/2017, , , , , SCHEBEN, ANTHONY, , CAPTAIN, 8595869009, 341600000X, 1476, KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 000000039196, 01, KY, ANTHEM, 590013930, 01, KY, RAILROAD MEDICARE, 2203485, 05, OH, , =========, 01, KY, UMWA, =========00, 01, OH, OH WORKERS COMP, 200272350A, 05, IN, , 083344600, 01, KY, BLACK LUNG, 55008056, 05, KY, , =========, 01, KY, TRICARE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1972503126, 2, , <UNAVAIL>, PARMET INC, , , , , , , METCALFE DRUG, 3, , , , , , , , PO BOX 215, , EDMONTON, KY, 421290215, US, 2704323051, 2704322682, 115 E STOCKTON ST, , EDMONTON, KY, 421299432, US, 2704323051, 2704322682, 07/29/2005, 10/29/2016, , , , , FLENER, ALAN, , VICE PRESIDENT, 2708894009, 333600000X, , , N, 3336C0003X, P00398, KY, Y, 3336C0004X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 7100174890, 05, KY, , 2028663, 01, , PK, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , RPH, , , , , , , , , , , , , , , , 
1235139312, 2, , <UNAVAIL>, JENNIE STUART MEDICAL CENTER, , , , , , , , , , , , , , , , PO BOX 2400, 320 W 18TH ST, HOPKINSVILLE, KY, 422412400, US, 2708870100, 2708879266, 320 W 18TH ST, , HOPKINSVILLE, KY, 422401965, US, 2708870100, 2708879266, 07/29/2005, 03/04/2016, , , , , LEE, ERIC, ALAN, PRESIDENT / CEO, 2708870100, 207Q00000X, 6593432500, KY, N, 207RC0000X, 65939332, KY, N, 208600000X, 65941742, KY, N, 2086S0122X, 78903788, KY, N, 208M00000X, 7100104890, KY, N, 282N00000X, 100068, KY, Y, 363LN0000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 78903788, 05, KY, , 6593432500, 05, KY, , 000000212362, 01, KY, BLUE CROSS PHYSICIAN, 163067200, 01, KY, US DEPT OF LABOR, 01010859, 05, KY, , 1066495, 05, KY, , 000000054549, 01, KY, BLUE CROSS PROVIDER, 039724400, 01, KY, KENTUCKY BLACK LUNG, 65939332, 05, KY, , 65941742, 05, KY, , 7100104890, 05, KY, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , 
1457351579, 2, , <UNAVAIL>, CHARY PRIMARY CARE PLLC, , , , , , , , , , , , , , , , 6500 PRESTON HWY, , LOUISVILLE, KY, 402191820, US, 5029695995, 5029695996, 6500 PRESTON HWY, , LOUISVILLE, KY, 402191820, US, 5029695995, 5029695996, 07/29/2005, 02/09/2015, , , , , CHARY, RAVI, M V, PARTNER, 5029695995, 207R00000X, , KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 65938003, 05, KY, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , MD, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1821098898, 2, , <UNAVAIL>, KENTUCKY ORTHOPEDIC REHABILITATION LLC, , , , , , , F.I.R.S.T. PHYSICAL THERAPY, 3, , , , , , , , 4714 GETTYSBURG RD, LEGAL DEPARTMENT, MECHANICSBURG, PA, 170554325, US, 7179721100, 7179759981, 6003 PLEASANT COLONY CT, SUITE 3, CRESTWOOD, KY, 400148678, US, 5022415597, 5022416499, 07/29/2005, 09/02/2010, , , , , TARVIN, MICHAEL, E., VICE PRESIDENT, 7179721100, 261QP2000X, , KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1861492936, 2, , <UNAVAIL>, TAYLOR PHARMACY INC, , , , , , , TAYLOR PHARMACY, 3, , , , , , , , 109 FAIRGROUNDS RD, , HARDINSBURG, KY, 401432583, US, 2707565222, 2707566499, 109 FAIRGROUNDS RD, , HARDINSBURG, KY, 401432583, US, 2707565222, 2707566499, 07/29/2005, 11/09/2015, , , , , MORTON, EMILY, , OWNER, 2707565222, 3336C0003X, P07643, KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2028688, 01, , PK, 54000609, 05, KY, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1760482715, 2, , <UNAVAIL>, LOUISVILLE PHYSICAL THERAPY PSC, , , , , , , LOUISVILLE PHYSICAL THERAPY, 3, , , , , , , , 4714 GETTYSBURG RD, LEGAL DEPARTMENT, MECHANICSBURG, PA, 170554325, US, 7179721100, 7179759981, 4430 CRAWFORD AVE, , LOUISVILLE, KY, 402583706, US, 5029952705, 5029952706, 07/29/2005, 09/02/2010, , , , , TARVIN, MICHAEL, E., VICE PRESIDENT, 7179721100, 261QP2000X, , KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1093715054, 2, , <UNAVAIL>, KENTUCKY ORTHOPEDIC REHABILITATION LLC, , , , , , , , , , , , , , , , 4714 GETTYSBURG RD, LEGAL DEPARTMENT, MECHANICSBURG, PA, 170554325, US, 7179721100, 7179759981, 708 WESTPORT RD, , ELIZABETHTOWN, KY, 427012866, US, 2707654263, 2707653780, 07/29/2005, 01/17/2018, , , , , TARVIN, MICHAEL, E., VICE PRESIDENT, 7179721100, 261QP2000X, , KY, N, 261QR0400X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1568462596, 2, , <UNAVAIL>, KENTUCKY ORTHOPEDIC REHABILITATION LLC, , , , , , , KORT - TATES CREEK PHYSICAL THERAPY, 3, , , , , , , , 4714 GETTYSBURG RD, LEGAL DEPARTMENT, MECHANICSBURG, PA, 170554325, US, 7179721100, 7179759981, 4101 TATES CREEK CENTER DRIVE, , LEXINGTON, KY, 40517, US, 8592712887, 8592712889, 08/01/2005, 09/02/2010, , , , , TARVIN, MICHAEL, E., VICE PRESIDENT, 7179721100, 261QP2000X, , KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1881694818, 2, , <UNAVAIL>, TRANSCARE OF KENTUCKY, , , , , , , , , , , , , , , , 836 4TH AVE, , HUNTINGTON, WV, 257011407, US, 8006764785, 3045224222, 100 KIMBERLY LN, , WILLIAMSTOWN, KY, 410979458, US, 5132090206, , 08/01/2005, 04/20/2008, , , , , GRIPPA, SAM, , CHIEF, 5132090206, 3416L0300X, 1487, KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========01, 01, OH, OH WORKERS COMP, =========001, 01, KY, TRICARE, 55059174, 05, KY, , 000000066192, 01, KY, ANTHEM, 000001164510, 01, KY, CHA, =========, 01, KY, UMWA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1851391882, 2, , <UNAVAIL>, KENTUCKY ORTHOPEDIC REHABILITATION LLC, , , , , , , KORT - RICHMOND PHYSICAL THERAPY, 3, , , , , , , , 4714 GETTYSBURG RD, LEGAL DEPARTMENT, MECHANICSBURG, PA, 170554325, US, 7179721100, 7179759981, 5006 ATWOOD DR, SUITE 2, RICHMOND, KY, 404758179, US, 8596232057, 8596232058, 08/01/2005, 09/02/2010, , , , , TARVIN, MICHAEL, E., VICE PRESIDENT, 7179721100, 261QP2000X, , KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1609877638, 2, , <UNAVAIL>, KENTUCKY ORTHOPEDIC REHABILITATION LLC, , , , , , , KORT - PHYSICAL THERAPY, 3, , , , , , , , 4714 GETTYSBURG RD, LEGAL DEPARTMENT, MECHANICSBURG, PA, 170554325, US, 7179721100, 7179759981, 3584 SPRINGHURST BLVD, , LOUISVILLE, KY, 402414141, US, 5023394700, 5023397050, 08/01/2005, 08/19/2014, , , , , TARVIN, MICHAEL, E., VICE PRESIDENT, 7179721100, 225X00000X, , , N, 261QP2000X, , KY, Y, 261QR0400X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
